id,name,phone,sq_ft_total,address,location,dom_disc_id,sec_disc_id,third_disc_id,neighborhood_id,constituency_id
620,The National Archives at Seattle,,,"6125 Sand Point Way NE Seattle, WA 98115","(47.673092, -122.267960)",0,0,0,0,0
621,University of Washington Elisabeth C. Miller Library,,,"3501 Northeast 41st Street, Seattle, WA 98105","(47.658408, -122.290305)",0,0,0,0,0
622,Garfield Community Center,,,"2323 E Cherry St, Seattle, WA 98122","(47.608010, -122.302349)",0,0,0,0,0
623,Image Journal,(206) 281-2988,1000,"3307 3rd Ave W Seattle, WA, 98119 ","(47.649069, -122.360890)",0,0,0,0,0
624,The Stranger,,,"1535 11th Ave (Third Floor), Seattle, WA 98122",,0,0,0,0,0
625,The Seattle Times,,,"1000 Denny Way Seattle, WA 98109","(47.619053, -122.336395)",0,0,0,0,0
626,Ballard NW Senior Center,"(206) 297-0403
",4200,"5429 32nd NW Seattle, WA 98107","(47.668369, -122.398666)",0,0,0,0,0
627,Seattle Weekly,,,"307 3rd Ave S, Second Floor, Seattle, WA 98104","(47.599701, -122.330650)",0,0,0,0,0
628,Early Music Guild,"(206) 325-7066
",518,"2366 Eastlake Ave E #325, Seattle, WA 98102","(47.641225, -122.325897)",0,0,0,0,0
629,Filipino American National Historical Society ,,,"810 18th Ave #100 Seattle, WA 98122","(47.609490, -122.308904)",0,0,0,0,0
630,History House of Greater Seattle,,,"790 N 34th St, Seattle, WA 98103","(47.649347, -122.348076)",0,0,0,0,0
631,University of Washington Drama Library,,,"Room 145 Hutchinson Hall Seattle, WA 98195","(47.654194, -122.300385)",0,0,0,0,0
632,Gasworks Gallery,,,"3815 4th Ave NE Seattle, WA 98105","(47.654293, -122.324905)",0,0,0,0,0
633,Unicorn,,,"1118 E Pike St Seattle, WA 98122","(47.614125, -122.317716)",0,0,0,0,0
634,Pony,,,"1221 E Madison St Seattle, WA 98122","(47.613079, -122.315788)",0,0,0,0,0
635,University Heights Center,,,"5031 University Way NE, Seattle, WA, 98105","(47.665829, -122.313675)",0,0,0,0,0
636,The Bush School Speaker Series,,,"3400 East Harrison St Seattle, WA 98112","(47.622829, -122.286980)",0,0,0,0,0
637,Neighbours,,,"1509 Broadway, Seattle, WA 98122","(47.614395, -122.321198)",0,0,0,0,0
638,Julia's on Broadway,,,"300 Broadway East, Seattle, WA 98102","(47.621319, -122.320541)",0,0,0,0,0
639,"Igimo Art Station, LLC",(206) 760-3797,632,"4739 Rainier Ave S, Seattle, WA 98118","(47.559563, -122.286736)",0,0,0,0,0
640,University of Washington Q Center,(206) 897-1430,1100,"HUB 315, University of Washington, Seattle, WA 98195","(47.650349, -122.307216)",0,0,0,0,0
641,Brass Tacks,,,"6031 Airport Way S Seattle, WA 98108","(47.548977, -122.316630)",0,0,0,0,0
642,University of Washington Gallagher Law Library,(206) 543-4089,68000,"University of Washington Box 353025 Seattle, WA 98195","(47.656206, -122.312972)",0,0,0,0,0
643,Cuff Complex,,,"1533 13th Avenue, Seattle, WA 98122","(47.614560, -122.315534)",0,0,0,0,0
644,Seattle Eagle Tavern,,,,"(47.614323, -122.327164)",0,0,0,0,0
645,Radio Variedades KXPA 1540 AM,(206) 571-3485,1640,"114 LakeSide Ave S Seattle, WA 98122","(47.601443, -122.285450)",0,0,0,0,0
646,Cafe Nordo,(206) 579-6215,4100,"109 S. Main St., Seattle, WA 98104","(47.600040, -122.333781)",0,0,0,0,0
647,Seattle ReCreative,"(206) 659-9383
",2250,"8408 Greenwood Ave N. Seattle, WA 98103","(47.690174, -122.354958)",0,0,0,0,0
648,Circle of Art Studios,,,"2821 Thorndyke Ave W Seattle, WA 98199","(47.645466, -122.383057)",0,0,0,0,0
649,Rainier Valley Historical Society,(206) 723-1663,300,"3710 S Ferdinand Seattle, WA 98118","(47.55786, -122.285888)",0,0,0,0,0
650,The Curious Nest,,,"2916 NE 55th St Seattle, WA 98105","(47.668777, -122.295395)",0,0,0,0,0
651,Purlieu Hall,,,"102 S Jackson St, Seattle, WA 98104","(47.599220, -122.333919)",0,0,0,0,0
652,Magnolia Community Center,,,"2550 34th Ave W, Seattle, WA 98199","(47.644508, -122.399582)",0,0,0,0,0
653,Northgate Community Center,,,"10510 5th Ave NE, Seattle, WA 98125","(47.705193, -122.322426)",0,0,0,0,0
654,Music4Life,(206) 409-3275,500,"422 1st Ave W #101 Seattle, WA 98199","(47.622452, -122.358414)",0,0,0,0,0
655,Nupasa Art Studio & Gallery,,,"5539 Airport Way S Seattle, WA 98108","(47.552562, -122.320193)",0,0,0,0,0
656,Green Lake Community Center,,,"7201 East Green Lake Dr N, Seattle, WA 98115","(47.680391, -122.325888)",0,0,0,0,0
657,Meadowbrook Community Center,,,"10517 35th Ave NE, Seattle, WA 98125","(47.705251, -122.290856)",0,0,0,0,0
658,Queen Anne Community Center,,,"1901 1st Ave W, Seattle, WA 98119","(47.635509, -122.359505)",0,0,0,0,0
659,South Park Neighborhood and Senior Center,,,"8201 10th Ave S, Seattle, WA 98108","(47.529579, -122.320518)",0,0,0,0,0
660,Moonphoto,(206) 783-3377,1500,"7704 Greenwood Ave. N. Seattle, WA 98103","(47.684927, -122.355308)",0,0,0,0,0
661,ArtHouse,,,"2334 Elliott Ave. Seattle, WA 98121","(47.612782, -122.348907)",0,0,0,0,0
662,Prole Drift,,,"523 S. Main St Seattle WA 98104
","(47.600044, -122.327248)",0,0,0,0,0
663,Voda Studios,,,"1050 W Nickerson St, Seattle, WA 98119","(47.654404, -122.370996)",0,0,0,0,0
664,SoDo MakerSpace,,,"1914 Occidental Ave S, Seattle, WA 98134","(47.585333, -122.333270)",0,0,0,0,0
665,Calypte Gallery,,,"1107 East Denny Way #A2 Seattle, WA 98122","(47.618587, -122.317818)",0,0,0,0,0
666,Bonfire at Panama Hotel,,,"603 South Main Street, Seattle, WA 98104","(47.600030, -122.326102)",0,0,0,0,0
667,One Reel,,,"215 6th Ave N, Seattle, WA 98109","(47.619994, -122.345018)",0,0,0,0,0
668,NW Work Lofts,,,"3131 Western Ave #419, Seattle, WA 98121","(47.618248, -122.357430)",0,0,0,0,0
669,Lightbank Studio,,,"2200 N Pacific St, Seattle, WA 98103","(47.649367, -122.332294)",0,0,0,0,0
670,The Factory,,,"1216 10th Ave Seattle, WA 98122","(47.612338, -122.319368)",0,0,0,0,0
671,Jefferson Community Center,,,"3801 Beacon Ave S, Seattle, WA 98108","(47.569634, -122.307473)",0,0,0,0,0
672,Greg Thompson Productions,,,"921 Elliott Ave W, Seattle, WA 98119","(47.627329, -122.369350)",0,0,0,0,0
673,Scarecrow Video,,,"5030 Roosevelt Way NE, Seattle WA 98105","(47.665920, -122.317085)",0,0,0,0,0
674,Urban Work Lofts,,,"918 S Horton St, Seattle, WA 98134","(47.574190, -122.321154)",0,0,0,0,0
675,Kobo at Hibo,,,"604 S Jackson St, Seattle, WA 98104","(47.599202, -122.326082)",0,0,0,0,0
676,The Alice Gallery,(206) 853-9124,600," 6007 12th Ave South Seattle, WA 98108 ﻿","(47.548885, -122.317596)",0,0,0,0,0
677,Mainframe,,,"5628 Airport Way S #110, Seattle, WA 98108","(47.551844, -122.319481)",0,0,0,0,0
678,Alki Community Center,,,"5817 SW Stevens St, Seattle, WA 98116","(47.577271, -122.407364)",0,0,0,0,0
679,IsGood Woodworks,,,"4660 E Marginal Way S #7, Seattle, WA 98134","(47.560593, -122.338676)",0,0,0,0,0
680,The Lofts at 325 ,,,"325 Westlake Ave N, Seattle, WA 98109","(47.621704, -122.338860)",0,0,0,0,0
681,Seattle Creative Arts,,,"2601 NW Market St, Seattle, WA 98107","(47.668377, -122.390541)",0,0,0,0,0
682,Veronica Mt Baker Lofts,,,"2915 Rainer Avenue South, Suite 12B Seattle, WA 98144","(47.577168, -122.297668)",0,0,0,0,0
683,Bitter Lake Community Center,,,"13035 Linden Ave N, Seattle, WA 98133","(47.724470, -122.348000)",0,0,0,0,0
684,Montlake Community Center,,,"1618 E Calhoun St, Seattle, WA 98112","(47.643753, -122.309258)",0,0,0,0,0
685,High Point Community Center,,,"6920 34th Ave SW, Seattle, WA 98126","(47.540237, -122.373360)",0,0,0,0,0
686,Gallery Frames,,,"625 1st Ave #100, Seattle, WA 98104","(47.602364, -122.334595)",0,0,0,0,0
687,Artspace Mt Baker Lofts,,,"2915 Rainier Avenue S., Seattle, WA, 98144","(47.577168, -122.297668)",0,0,0,0,0
688,Earl Harper Studios,,,"5531 Airport Way S, Seattle, WA 98108","(47.552368, -122.320488)",0,0,0,0,0
689,Bahia In Motion,(206) 819-3334,1250,"418 N 35th St Seattle, WA 98103","(47.651470, -122.353600)",0,0,0,0,0
690,REDred Photo School & Studio,,,"815 Seattle Blvd S, Seattle, WA 98134","(47.595513, -122.327132)",0,0,0,0,0
691,ID/Chinatown Community Center,,,"719 8th Ave S, Seattle, WA 98104","(47.596419, -122.322446)",0,0,0,0,0
692,Miller Community Center,,,"330 19th Ave E, Seattle, WA 98112","(47.621688, -122.307328)",0,0,0,0,0
693,Van Asselt Community Center,,,"2820 S Myrtle St, Seattle, WA 98108","(47.539444, -122.294067)",0,0,0,0,0
694,Interstitial ,,,"6007 12th Ave South, 3rd Floor Seattle, WA 98108 ","(47.548885, -122.317596)",0,0,0,0,0
695,Laurelhurst Community Center,,,"4554 NE 41st St, Seattle, WA 98105","(47.659863, -122.278038)",0,0,0,0,0
696,Magnuson Community Center,,,"7110 62nd Ave NE, Seattle, WA 98115","(47.680642, -122.262270)",0,0,0,0,0
697,Delridge Community Center & Hiawatha,,,"2700 California Ave SW, Seattle, WA 98116","(47.579173, -122.386637)",0,0,0,0,0
698,Addison on Fourth,,,"308 4th Ave S Seattle, WA 98104
","(47.599777, -122.328575)",0,0,0,0,0
699,Bootstrap Music,,,,,0,0,0,0,0
700,Swedish Hospital Art Collection,,,"747 Broadway Seattle, WA 98122
","(47.6089681, -122.322102253206)",0,0,0,0,0
701,Service League Harborview Medical Center Art Collection,,,"325 9th Ave Seattle, WA 98104","(47.604249, -122.323564)",0,0,0,0,0
702,BJ Montoya Violin Studio,,,,,0,0,0,0,0
703,DeCajon Project,,,,,0,0,0,0,0
704,Rainier Beach Community Center,,,"8825 Rainier Ave S Seattle, WA 98118","(47.524445, -122.270500)",0,0,0,0,0
705,Da Projectz Music Recording Studio,,,114 Alaskan Way South Suite 103 Seattle WA 98104,"(47.601212, -122.335220)",0,0,0,0,0
706,Glass Eye Studio,,,"600 NW 40th Street Seattle, WA 98107","(47.656467, -122.364128)",0,0,0,0,0
707,Parlor Live Seattle,,,"1522 6th Ave, Seattle, WA 98101","(47.611415, -122.334770)",0,0,0,0,0
708,All Pilgrims Christian Church,,,"500 Broadway E, Seattle, WA 98102","(47.623360, -122.320374)",0,0,0,0,0
709,Martin Blank Studios,,,"4407 6th Avenue Northwest, Seattle, WA 98107","(47.661133, -122.364212)",0,0,0,0,0
710,New Century Theatre Company Offices,,,"1515 12th Ave Seattle, WA 98122","(47.614429, -122.317253)",0,0,0,0,0
711,Secret Garden Books,,,"2214 NW Market St, Seattle, WA 98107","(47.668670, -122.385491)",0,0,0,0,0
712,South Park Community Center,,,"8319 8th Ave S, Seattle, WA 98108 ","(47.528760, -122.322873)",0,0,0,0,0
713,Seattle PI/Hearst Media Services,,," 2901 3rd Ave, Ste 120 Seattle, WA 98121","(47.618217, -122.351830)",0,0,0,0,0
714,Three Dollar Bill Cinema,,,"1122 E. Pike St. #1313 Seattle, WA 98122","(47.614273, -122.317245)",0,0,0,0,0
715,Tmrw Party,,,,,0,0,0,0,0
716,Tooth & Nail Records,,,,,0,0,0,0,0
717,Unique Art Framing & Gallery,,,"3429 Airport Way South, Seattle, WA 98134","(47.572744, -122.322579)",0,0,0,0,0
718,School of Rock West Seattle,,,"4701 41st Ave SW Suite 120 Seattle, WA 98116
","(47.560926, -122.384098)",0,0,0,0,0
719,South Seattle Community College Olympic Hall,,,"6000 16th Avenue SW Seattle, WA 98106
","(47.547234, -122.351929)",0,0,0,0,0
720,West Seattle Art Nest,,,"4138 California Ave SW Seattle, WA, 98116","(47.565380, -122.386383)",0,0,0,0,0
721,Temple of Cairo,,,"507 E. Mercer Seattle, WA 98102","(47.624282, -122.325052)",0,0,0,0,0
722,University of Washington Engineering Library,,,"Engineering Building West Stevens Way NE, Seattle WA 98195
","(47.654649, -122.304544)",0,0,0,0,0
723,University of Washington Mathematics Research Library,,,Padelford Hall University of Washington Seattle WA 98195,"(47.656969, -122.304421)",0,0,0,0,0
724,University of Washington Suzzallo Library,,,"4000 15th Avenue NE, Seattle WA 98105
","(47.6722229, -122.3118912)",0,0,0,0,0
725,University of Washington Physics Astronomy Reading Room (CLOSED),,,"3910 15th Ave NE, Seattle, WA 98105","(47.654080, -122.312135)",0,0,0,0,0
726,University of Washington East Asia Library,,,"322 Gowen Hall Seattle WA 98195
","(47.6563251, -122.3076233)",0,0,0,0,0
727,University of Washington Department of Architecture,,,"Gould Hall, Seattle WA 98195
","(47.6562474, -122.3092754)",0,0,0,0,0
728,Piano Studio Seattle,,,"11716 23rd Ave NE, Seattle, WA 98125","(47.714474, -122.304138)",0,0,0,0,0
729,University of Washington Built Environment Library,,,"3549 15th Avenue NE, Seattle WA 98105
","(47.668530, -122.311890)",0,0,0,0,0
730,University of Washington Intellectual House,,,"4249 Whitman Court, (E. Stevens Way and Whitman Court NE)","(47.6581986, -122.3042543)",0,0,0,0,0
731,University of Washington Mary Gates Hall,,,"Seattle, WA 98195","(47.657048, -122.305271)",0,0,0,0,0
732,University of Washington Social Work Library,,,"4101 15th Avenue NE, Seattle, WA 98105
","(47.656967, -122.312055)",0,0,0,0,0
733,University of Washington Art Library,,,"101 Art Building, University of Washington Seattle WA 98195","(47.65818, -122.306292)",0,0,0,0,0
734,University of Washington Foster Business Library,,,"Paccar Hall, West Stevens Way NE, Seattle WA 98195","(47.659126, -122.308582)",0,0,0,0,0
735,University of Washington Odegard Undergraduate Library,,,"4060 George Washington Lane NE, Seattle WA 98195","(47.656479, -122.311352)",0,0,0,0,0
736,Showbox at the Market,(206) 628-3151,10000,"1426 1st Ave, Seattle, WA 98101","(47.608495, -122.339743)",0,0,0,0,0
737,University of Washington Jacob Lawrence Gallery,,,"Art Building, Room 132 West Stevens Way NE, Seattle WA 98105","(47.6585722, -122.3065403)",0,0,0,0,0
738,The Audio Connection,,,"5621A University Way Northeast, Seattle, WA 98105
","(47.669975, -122.313045)",0,0,0,0,0
739,University of Washington Communications Building,,,"Seattle, WA 98105","(47.657048, -122.305271)",0,0,0,0,0
740,Studio Litho,,,"348 NW 54th St Seattle, WA 98107

","(47.668137, -122.362778)",0,0,0,0,0
741,Blessed Sacrament Church,,,"5041 9th Ave NE, Seattle, WA 98105","(47.665938, -122.318411)",0,0,0,0,0
742,St. Stephens Episcopal Church,,,"4805 NE 45th St Seattle, WA 98105","(47.661064, -122.275932)",0,0,0,0,0
743,Glassbox,,,"831 Seattle Blvd S Seattle, WA 98134","(47.595059, -122.326235)",0,0,0,0,0
744,Leisure Books,,,"4537 California Ave SW, Seattle, WA 98116
","(47.562161, -122.386790)",0,0,0,0,0
745,C & P Coffee Company,(206) 933-3125,2000,"5612 California Ave SW, Seattle, WA 98136","(47.55166065, -122.386649552949)",0,0,0,0,0
746,Salsa Con Todo,(206) 402-2945,1900,"750 North 34th St Seattle WA, 98103","(47.6494509, -122.3481059)",0,0,0,0,0
747,Ballard Community Center,(206) 684-4093,100,"6020 28th Avenue NW Seattle, WA 98115","(47.672783, -122.391548)",0,0,0,0,0
748,Linda Hodges Gallery,(206) 624-3034,2500,"316 1st Ave S, Seattle, WA 98146","(47.599457, -122.333794)",0,0,0,0,0
749,Seattle Music Partners,(206) 409-2535,1000,"4533 Sunnyside Ave. N., Seattle, WA 98103","(47.662434, -122.330474397751)",0,0,0,0,0
750,Seattle JazzED at MLK Fame Community Center,(206) 324-5299,30000,"3201 E. Republican St, Seattle, WA 98112","(47.62294115, -122.290777830614)",0,0,0,0,0
751,Seattle's Performers LLC,(206) 473-9580,850,"5214 University Way NE Seattle, WA 98105","(47.6669041, -122.3127673)",0,0,0,0,0
752,Jet City Improv,(206) 352-8291,4250,"5510 University Way NE Seattle, WA 98105","(47.6688694, -122.3126674)",0,0,0,0,0
753,"Chop Suey, LLC.",(206) 538-0556,4957,"1325 E Madison St Seattle, WA 98122","(47.6134869, -122.314443274234)",0,0,0,0,0
754,SURF Incubator,(206) 777-1177,22000,"999 3rd Ave, Suite 700 Seattle, WA 98104","(47.605034, -122.334244)",0,0,0,0,0
755,North Seattle Chamber of Commerce/Lake City Community Center,(206) 363-3287,11000,"12531 28th Ave. NE, Seattle, WA 98125","(47.7203793, -122.2979988)",0,0,0,0,0
756,SURFincubator II,(206) 777-1177,1800,"999 3rd Ave Suite700 Seattle, WA 98104","(47.605034, -122.334244)",0,0,0,0,0
757,The Pioneer Collective,(206) 310-2863,6000,"100 South King Street, Suite 100 Seattle, WA 98104","(47.598572, -122.333794)",0,0,0,0,0
758,University of Washington Music Library,(206) 543-1168,1800,"113 Music Building, University of Washington Seattle WA 98195","(47.657714, -122.305882)",0,0,0,0,0
759,Seattle Musical Theatre,(206) 393-2809,5000,"7400 Sand Point Way NE #101N Seattle, WA 98103","(47.68239, -122.26369)",0,0,0,0,0
760,Washington Lawyers for the Arts,(206) 328-7053,200,"701 5th Ave., Suite 4100, Seattle, WA 98104","(47.604548, -122.329935)",0,0,0,0,0
761,Somali Community Services of Seattle,(206) 422-7074,2287,8810 Renton Ave South Seattle WA 98118,"(47.523941, -122.2762979)",0,0,0,0,0
762,Illumination Learning Studio,(206) 789-ARTS,2500,"7720 Greenwood Ave N #101 Seattle, WA 98103","(47.68528, -122.354912)",0,0,0,0,0
763,The Guitar Store,(206) 397-4438,4300,"8300 Aurora Ave N.Seattle, WA 98103","(47.6669041, -122.3127673)",0,0,0,0,0
764,Zanadu Comics,(206) 443-1316,2400,"1923 3rd Ave Seattle,WA 98101-1104","(47.6688694, -122.3126674)",0,0,0,0,0
765,Humanities Washington,(206) 682-1770,2450,"1015 8th Ave. N., Suite B, Seattle, WA 98109","(47.6134869, -122.314443274234)",0,0,0,0,0
766,The Knitting School,(206) 353-1337,360,"1507 30th Ave S, Seattle WA 98144","(47.589146, -122.293938)",0,0,0,0,0
767,The Movement Lab,(425) 289-6851,1800,"4336 University Way NE, Seattle, WA 98015","(47.7203793, -122.2979988)",0,0,0,0,0
768,Revolution Books,(206) 325-7415,1200,"89 S Washington St, Seattle, WA 98104","(47.600887, -122.334482)",0,0,0,0,0
769,Ravenna Third Place Books,(206) 525-2347,3500,"6504 20th Ave. NE Seattle, WA  98115","(47.675988, -122.306571)",0,0,0,0,0
770,Can Can Kitchen and Cabaret,(206) 652-0832,500,"Pike Place Market, 94 Pike St., Seattle, WA 98101","(47.608811, -122.340249)",0,0,0,0,0
771,Martyr Sauce,(206) 624-0495,110,"122 S Washington St. Seattle, WA 98104","(47.60089, -122.333385)",0,0,0,0,0
772,Pilchuck Glass School Seattle,(206) 621-8422,2000,"240 2nd Ave S. Suite 100 Seattle, WA 98104","(47.60051, -122.331586)",0,0,0,0,0
773,Peter Miller Books,(206) 441-4114,975,"2326 2nd Ave, Seattle, WA 98121","(47.614293, -122.346108)",0,0,0,0,0
774,Fluteworks Seattle,(206) 729-1903,600,1029 NE 69th St Seattle WA 98115,"(47.678528, -122.316147)",0,0,0,0,0
775,Laguna,(206) 682-6162,2000,"116 S. Washington St., Seattle, WA 98104","(47.601051, -122.333443)",0,0,0,0,0
776,Feedback Lounge,(206) 453-3259,2900,"6451 California Ave. SW Seattle, WA 98136","(47.545139, -122.3874303)",0,0,0,0,0
777,City of Seattle Loyal Hts,(206) 684-4052,30000,"2101 NW 77th St. Seattle, WA 98117","(47.6846957, -122.382841922987)",0,0,0,0,0
778,Martin-Zambito Fine Art,(206) 726-9509,1200,"1117 Minor Ave, Seattle, WA 98101","(47.610901, -122.3254749)",0,0,0,0,0
779,Kings Hall,(206) 550-4193,10000,"2929 27th Ave South Seattle, WA 98118","(47.5681098, -122.2973139)",0,0,0,0,0
780,Color 1 Photo,(206) 622-7107,4000,"411 2nd Avenue Ext. S, Seattle, WA 98104","(47.599017, -122.331575)",0,0,0,0,0
781,Small Faces/Crown Hill Center,(206) 782-2611,1000,"9250 14th Ave NW Seattle, WA 98117","(47.69725335, -122.373621116279)",0,0,0,0,0
782,Arab Center of Washington,,200,"12525 28th Ave NE, 2nd Floor Seattle, WA 98125","(47.719806, -122.297703)",0,0,0,0,0
783,Dance! West Seattle,(206) 938-3062,1600,"9131 California Ave SW, Seattle, WA 98136","(47.52195755, -122.387874637492)",0,0,0,0,0
784,Brooke Westlund Studio + Gallery,(425) 681-6037,500,"1516 Western Avenue Seattle, WA 98101","(47.6088638, -122.3413696)",0,0,0,0,0
785,Cornish College of the Arts,(206) 726-5151,400000,1000 Lenora Street Seattle WA 98121,"(47.6088638, -122.3413696)",0,0,0,0,0
786,ArtsFund,(206) 281-9050,3700,"10 Harrison St Suite 200 Seattle, WA 98109","(47.61819595, -122.336233098351)",0,0,0,0,0
787,Arts and Visually Impaired Audiences,(206) 323-7190,90,"400 Harvard Ave. E. #202, Seattle, WA 98102","(47.622562, -122.321693)",0,0,0,0,0
788,Bass Northwest,(206) 622-2277,2500,"119 Yesler Way, Seattle, WA 98104","(47.622562, -122.321701)",0,0,0,0,0
789,Belltown Ballet BBC Studio,(206) 851-6526,1200,"2306 4th Ave Seattle, WA 98121","(47.6015999, -122.3332441)",0,0,0,0,0
790,AXIS Pioneer Square,(206) 681-9316,6000,"308 1st Ave S, Seattle, WA, 98104","(47.615789, -122.3441663)",0,0,0,0,0
791,All Metal Arts Hazardfactory,(206) 200-9496,3000,"7800 7th Ave South Seattle, WA 98108","(47.5997442, -122.3338965)",0,0,0,0,0
792,Black Box Operations 12th Avenue Arts,(206 )566-6112,5000,1620 12th Ave Suite 101 Seattle WA 98122,"(47.5324205, -122.324957600657)",0,0,0,0,0
793,Emeralda Works,(206) 498-9208,310,500 Aloha St #105 Seattle WA 98109,"(47.627403, -122.347137)",0,0,0,0,0
794,Hall Spassov Gallery,(206) 923-0816,5000,"319 3rd Avenue S Seattle, WA 98104","(47.627403, -122.347137)",0,0,0,0,0
795,Seattle Presents: A Gallery,(206) 733-9955,320,"700 5th Avenue, Suite 401, Seattle, WA 98104","(47.5994156, -122.3305147)",0,0,0,0,0
796,Pegasus Book Exchange,,,"4553 California Ave SW Seattle, WA 98116
","(47.561455, -122.387177)",0,0,0,0,0
797,West Seattle Fabric Company,,,"3400 Harbor Ave SW, #106 Seattle, WA 98126
","(47.572735, -122.370430)",0,0,0,0,0
798,Woodland Park United Methodist,(206) 784-6969 ,1200,"302 N 78th St, Seattle, WA 98103","(47.685528, -122.355046)",0,0,0,0,0
799,Vocalist Studio,,,,,0,0,0,0,0
800,Peel Studios,,,,,0,0,0,0,0
801,Dynamic Sound Service,,,,,0,0,0,0,0
802,McComb Sound,,,"2230 1st Ave South Seattle, WA  98134","(47.582939, -122.333694)",0,0,0,0,0
803,Saint Marks,,,"1245 10th Ave East Seattle, WA 98102
","(47.631859, -122.321548)",0,0,0,0,0
804,First Free Methodist,,,"3200 3rd Ave West, Seattle, WA 98119","(47.649357, -122.360626)",0,0,0,0,0
805,Rainier Valley Cultural Center,,,"3515 S Alaska St, Seattle, WA 98118","(47.560467, -122.287979)",0,0,0,0,0
806,Fuzzy Lounge Recording,,,"4742 42nd Ave SW #617 Seattle, WA 98116","(47.560037, -122.385507)",0,0,0,0,0
807,Haller Lake Community Club,,,"12579 Densmore Ave N Seattle, WA 98133","(47.721672, -122.338554)",0,0,0,0,0
808,Daybreak Star Cultural Center,,,"3801 Bernie Whitebear Way, Seattle, WA 98199","(47.651680, -122.402069)",0,0,0,0,0
809,The Control Room,,,"2220 NW Market St, Seattle, WA 98107","(47.669090, -122.385796)",0,0,0,0,0
810,Stone Way Cafe,,,"3510 Stone Way N, Seattle, WA 98103","(47.649878, -122.342711)",0,0,0,0,0
811,House Studios,,,"325 2nd Ave West Seattle, WA 98119","(47.621780, -122.359718)",0,0,0,0,0
812,Bookworm Exchange,,,"5800 Rainier Ave S Seattle, WA 98118","(47.550287, -122.277273)",0,0,0,0,0
813,Oromo Community Organization,,,"2718 S Jackson St Seattle, WA 98144","(47.599216, -122.296595)",0,0,0,0,0
814,Horn of Africa Services,,,"4714 Rainier Avenue South Suite 105                                     Seattle, WA 98118","(47.560077, -122.286461)",0,0,0,0,0
815,Chinese Information and Service Center,,,"611 S Lane St Seattle, WA 98104
","(47.596665, -122.325649)",0,0,0,0,0
816,Ted Brown Music,(206) 622-0171,2000,"1006 NE 65th St, Seattle WA 98105 ","(47.675826, -122.317088)",0,0,0,0,0
817,Bill & Melinda Gates Foundation Visitor Center,(206) 709-3100,10000,"440 5th Ave. N, Seattle 98109","(47.622541, -122.34748)",0,0,0,0,0
818,"Stretch and Staple Canvas Printing Company
",(206) 607-9277,1150,"8005 Greenwood Ave N. Seattle, WA 98103
","(47.687136, -122.355306)",0,0,0,0,0
819,Fiber Gallery,,,"8212 Greenwood Avenue North, Seattle, WA 98103
","(47.688610, -122.355293)",0,0,0,0,0
820,St. James Cathedral,"804 9th Ave Seattle, WA 98104
",,804 9th Ave Seattle WA 98104,"(47.607586, -122.325935)",0,0,0,0,0
821,Kremwerk,,,"1809 Minor Ave #10, Seattle, WA 98101","(47.616871, -122.331184)",0,0,0,0,0
822, KUOW Puget Sound Public Radio,,,"4518 University Way NE, Suite 310, Seattle WA 98105","(47.661858, -122.312790)",0,0,0,0,0
823,Seattle Center Phelps Center PNB Studios & Offices,,,"301 Mercer Street Seattle, WA 98109",,0,0,0,0,0
824,"KCTS 9 
","401 Mercer St. Seattle, WA, 98109

",,"401 Mercer St. Seattle WA 98109
","(47.623882, -122.348251)",0,0,0,0,0
825,Seattle Center Fisher Pavilion,,,"298 2nd Ave N, Seattle, WA 98109","(47.620840, -122.352825)",0,0,0,0,0
826,SIFF Cinema Uptown (see SIFF for answers to survey),,,"511 Queen Anne Ave N Seattle, Wa 98019","(47.623616, -122.356725)",0,0,0,0,0
827,Pacific Northwest Ballet,(206) 441-9411,51000,"301 Mercer Street, Seattle, WA 98109","(47.623844, -122.349586)",0,0,0,0,0
828,Rainier Dance Center,,,"9264 57th Ave S, Seattle, WA 98118","(47.519753, -122.261269)",0,0,0,0,0
829,Chihuly Workshop,,,"1111 NW 50th St, Seattle, WA 98107","(47.665052, -122.371220)",0,0,0,0,0
830,Phinney Books,,,"7405 Greenwood Ave. N Seattle, WA 98103","(47.682785, -122.355621)",0,0,0,0,0
831,Made Sewing Studio,,,"101 N 85th St., Suite 201 Seattle, WA 98103","(47.690380, -122.357727)",0,0,0,0,0
832,Mercer Street Books,,,"7 Mercer St Seattle, WA 98109","(47.624592, -122.356451)",0,0,0,0,0
833,Queen Anne Book Company,,,"1811 Queen Anne Avenue North Seattle, WA 98109","(47.635185, -122.357361)",0,0,0,0,0
834,Tara Academy of Irish Dance Studio,,,"8551 Greenwood Avenue North, Suite 4 Seattle, WA 98103
","(47.692089, -122.355721)",0,0,0,0,0
835,Arts in Motion,,,"4730 32nd Ave S Seattle, WA","(47.559883, -122.290634)",0,0,0,0,0
836,East African Community Services,,,"7054 32nd Ave S, Seattle, WA 98118","(47.539423, -122.291018)",0,0,0,0,0
837,Seattle Neighborhood Group,,,"1810 E. Yesler Way, Seattle, WA 98122","(47.601849, -122.308388)",0,0,0,0,0
838,Music Center of the Nrthwest,2065268443,7500,"901 N 96th St Seattle, WA 98103","(47.698452, -122.346947)",0,0,0,0,0
839,Rosewood Guitar,206 297-8788,2000,"8402 GREENWOOD AVE N SEATTLE, WA 98103","(47.68998, -122.354958)",0,0,0,0,0
