id,district,police_beat 
93023,B,B3
93024,R,R3
93025,R,R3
93026,Q,Q3
93027,W,W2
93028,E,E2
93029,B,B3
93030,E,E3
93031,M,M3
93032,W,W1
93033,J,J2
93034,K,K3
93035,L,L3
93036,J,J1
93037,K,K3
93038,F,F2
93039,J,J2
93040,K,K2
93041,M,M2
93042,R,R1
93043,S,S3
93044,C,C3
93045,F,F3
93046,J,J3
93047,L,L2
93048,M,M2
93049,R,R2
93050,B,B2
93051,Q,Q2
93052,C,C2
93053,O,O1
93054,B,B2
93055,N,N1
93056,M,M1
93057,K,K3
93058,B,B1
93059,Q,Q1
93060,E,E2
93061,D,D2
93062,D,D3
93063,R,R1
93064,N,N2
93065,J,J3
93066,J,J1
93067,J,J3
93068,G,G2
93069,J,J3
93070,Q,Q3
93071,G,G1
93072,L,L1
93073,C,C1
93074,D,D3
93075,B,B3
93076,M,M1
93077,R,R3
93078,B,B2
93079,F,F3
93080,W,W2
93081,E,E1
93082,G,G2
93083,D,D3
93084,E,E1
93085,G,G1
93086,L,L1
93087,N,N2
93088,E,E2
93089,S,S3
93090,S,S3
93091,K,K3
93092,E,E2
93093,F,F2
93094,F,F3
93095,W,W3
93096,D,D3
93097,E,E1
93098,E,E3
93099,U,U2
93100,M,M2
93101,D,D1
93102,K,K2
93103,C,C1
93104,K,K3
93105,K,K3
93106,E,E1
93107,R,R1
93108,K,K1
93109,U,U2
93110,E,E1
93111,M,M2
93112,M,M1
93113,E,E1
93114,F,F1
93115,L,L2
93116,Q,Q3
93117,D,D2
93118,D,D1
93119,R,R1
93120,M,M3
93121,U,U2
93122,U,U1
93123,W,W3
93124,W,W3
93125,U,U1
93126,N,N2
93127,K,K3
93128,B,B2
93129,E,E3
93130,J,J3
93131,G,G2
93132,M,M2
93133,D,D1
93134,K,K2
93135,C,C2
93136,S,S3
93137,R,R2
93138,Q,Q3
93139,B,B3
93140,E,E2
93141,E,E3
93142,J,J1
93143,E,E2
93144,S,S3
93145,K,K2
93146,M,M1
93147,F,F2
93148,O,O2
93149,U,U3
93150,O,O3
93151,W,W3
93152,G,G2
93153,N,N2
93154,K,K2
93155,B,B1
93156,N,N1
93157,F,F3
93158,S,S3
93159,Q,Q1
93160,M,M1
93161,N,N1
93162,S,S3
93163,M,M2
93164,U,U2
93165,O,O3
93166,S,S2
93167,R,R3
93168,M,M2
93169,K,K2
93170,C,C3
93171,M,M1
93172,O,O1
93173,S,S3
93174,D,D2
93175,L,L2
93176,C,C1
93177,M,M3
93178,U,U2
93179,D,D2
93180,B,B3
93181,Q,Q1
93182,B,B2
93183,R,R2
93184,B,B3
93185,K,K3
93186,M,M3
93187,L,L3
93188,B,B1
93189,F,F2
93190,W,W2
93191,B,B1
93192,B,B1
93193,F,F1
93194,S,S2
93195,J,J3
93196,U,U2
93197,D,D2
93198,B,B3
93199,N,N1
93200,E,E1
93201,U,U1
93202,N,N3
93203,J,J2
93204,N,N1
93205,Q,Q3
93206,Q,Q3
93207,J,J3
93208,M,M1
93209,N,N2
93210,S,S3
93211,M,M2
93212,W,W3
93213,U,U2
93214,C,C3
93215,F,F1
93216,R,R2
93217,O,O1
93218,F,F2
93219,Q,Q3
93220,D,D1
93221,M,M1
93222,C,C2
93223,R,R2
93224,K,K2
93225,R,R2
93226,K,K3
93227,F,F1
93228,J,J2
93229,C,C1
93230,J,J2
93231,O,O1
93232,U,U1
93233,K,K1
93234,K,K2
93235,M,M2
93236,S,S2
93237,Q,Q3
93238,L,L2
93239,O,O2
93240,S,S3
93241,W,W2
93242,L,L2
93243,E,E1
93244,E,E1
93245,E,E3
93246,E,E1
93247,M,M3
93248,D,D3
93249,R,R1
93250,W,W2
93251,U,U2
93252,M,M1
93253,M,M1
93254,R,R1
93255,E,E2
93256,N,N3
93257,F,F3
93258,U,U3
93259,R,R3
93260,G,G1
93261,U,U3
93262,F,F2
93263,M,M1
93264,Q,Q3
93265,U,U2
93266,G,G1
93267,D,D1
93268,D,D1
93269,N,N1
93270,E,E2
93271,K,K2
93272,C,C1
93273,W,W3
93274,W,W2
93275,G,G2
93276,G,G2
93277,U,U1
93278,F,F2
93279,S,S3
93280,C,C2
93281,Q,Q3
93282,F,F3
93283,B,B3
93284,N,N2
93285,G,G3
93286,K,K3
93287,B,B2
93288,M,M1
93289,B,B2
93290,L,L2
93291,L,L1
93292,N,N2
93293,K,K1
93294,K,K1
93295,M,M1
93296,J,J2
93297,L,L3
93298,W,W3
93299,R,R3
93300,L,L1
93301,L,L3
93302,C,C2
93303,C,C3
93304,B,B2
93305,Q,Q2
93306,N,N2
93307,K,K1
93308,Q,Q1
93309,S,S1
93310,J,J1
93311,R,R1
93312,F,F3
93313,M,M1
93314,K,K3
93315,U,U2
93316,U,U1
93317,L,L1
93318,L,L3
93319,S,S2
93320,S,S3
93321,F,F2
93322,M,M1
93323,N,N1
93324,U,U2
93325,Q,Q1
93326,M,M3
93327,J,J3
93328,M,M1
93329,R,R1
93330,D,D3
93331,N,N2
93332,R,R1
93333,B,B1
93334,B,B1
93335,M,M1
93336,B,B1
93337,M,M1
93338,C,C1
93339,L,L2
93340,G,G2
93341,Q,Q3
93342,B,B3
93343,K,K1
93344,S,S1
93345,N,N3
93346,O,O2
93347,D,D1
93348,Q,Q2
93349,K,K1
93350,K,K1
93351,N,N2
93352,K,K1
93353,N,N3
93354,J,J2
93355,N,N1
93356,E,E2
93357,K,K2
93358,C,C2
93359,W,W3
93360,M,M3
93361,R,R1
93362,S,S2
93363,O,O1
93364,E,E3
93365,K,K1
93366,D,D1
93367,W,W2
93368,D,D1
93369,U,U2
93370,F,F2
93371,K,K3
93372,Q,Q3
93373,O,O1
93374,C,C3
93375,W,W3
93376,W,W3
93377,B,B2
93378,M,M3
93379,E,E2
93380,U,U1
93381,E,E2
93382,N,N1
93383,B,B3
93384,E,E2
93385,E,E2
93386,N,N2
93387,E,E3
93388,N,N1
93389,L,L3
93390,E,E1
93391,99,99
93392,D,D1
93393,Q,Q3
93394,S,S3
93395,F,F3
93396,O,O2
93397,D,D1
93398,D,D2
93399,M,M1
93400,E,E2
93401,E,E1
93402,N,N3
93403,N,N3
93404,J,J3
93405,N,N3
93406,U,U2
93407,M,M3
93408,B,B3
93409,C,C1
93410,M,M1
93411,B,B2
93412,G,G2
93413,B,B2
93414,K,K2
93415,F,F1
93416,E,E1
93417,F,F2
93418,W,W1
93419,R,R2
93420,G,G2
93421,N,N1
93422,U,U1
93423,Q,Q2
93424,J,J1
93425,Q,Q2
93426,B,B3
93427,L,L2
93428,W,W2
93429,C,C2
93430,R,R2
93431,G,G3
93432,L,L1
93433,E,E2
93434,J,J3
93435,U,U2
93436,F,F3
93437,D,D3
93438,L,L2
93439,C,C1
93440,G,G3
93441,F,F2
93442,N,N2
93443,99,99
93444,D,D2
93445,U,U3
93446,C,C2
93447,W,W2
93448,L,L3
93449,F,F3
93450,Q,Q2
93451,G,G1
93452,G,G3
93453,M,M2
93454,K,K3
93455,U,U1
93456,K,K3
93457,K,K3
93458,J,J2
93459,S,S1
93460,J,J2
93461,S,S1
93462,O,O1
93463,E,E3
93464,E,E2
93465,O,O3
93466,N,N2
93467,K,K2
93468,E,E3
93469,S,S2
93470,C,C2
93471,S,S3
93472,C,C2
93473,E,E1
93474,B,B1
93475,R,R3
93476,J,J2
93477,Q,Q3
93478,J,J2
93479,Q,Q2
93480,K,K1
93481,B,B3
93482,Q,Q3
93483,E,E2
93484,R,R1
93485,F,F2
93486,W,W2
93487,M,M2
93488,U,U1
93489,Q,Q3
93490,K,K2
93491,L,L2
93492,U,U1
93493,F,F1
93494,W,W2
93495,G,G3
93496,O,O1
93497,U,U1
93498,O,O3
93499,M,M2
93500,B,B2
93501,K,K2
93502,K,K2
93503,N,N3
93504,W,W1
93505,G,G3
93506,F,F3
93507,O,O2
93508,Q,Q3
93509,D,D3
93510,J,J3
93511,S,S2
93512,O,O2
93513,W,W1
93514,J,J1
93515,J,J2
93516,K,K3
93517,W,W2
93518,L,L1
93519,J,J1
93520,E,E1
93521,M,M3
93522,M,M2
93523,Q,Q2
93524,J,J2
93525,Q,Q2
93526,W,W2
93527,E,E2
93528,N,N2
93529,F,F1
93530,O,O2
93531,R,R2
93532,E,E2
93533,D,D2
93534,E,E1
93535,K,K2
93536,B,B3
93537,O,O2
93538,J,J3
93539,C,C3
93540,R,R2
93541,D,D2
93542,D,D3
93543,F,F1
93544,E,E2
93545,E,E2
93546,W,W2
93547,U,U1
93548,B,B1
93549,E,E2
93550,E,E2
93551,U,U1
93552,K,K3
93553,B,B3
93554,B,B3
93555,L,L3
93556,J,J3
93557,U,U2
93558,U,U2
93559,F,F2
93560,G,G2
93561,U,U1
93562,S,S1
93563,U,U2
93564,B,B2
93565,Q,Q3
93566,Q,Q1
93567,L,L2
93568,U,U1
93569,S,S1
93570,F,F2
93571,S,S3
93572,M,M3
93573,Q,Q1
93574,O,O2
93575,W,W1
93576,B,B3
93577,O,O1
93578,W,W1
93579,Q,Q3
93580,U,U1
93581,U,U2
93582,D,D2
93583,C,C1
93584,W,W1
93585,G,G3
93586,L,L3
93587,B,B1
93588,N,N3
93589,W,W3
93590,G,G2
93591,U,U3
93592,L,L2
93593,R,R3
93594,G,G3
93595,Q,Q2
93596,G,G1
93597,F,F1
93598,G,G1
93599,K,K1
93600,M,M3
93601,M,M3
93602,F,F1
93603,K,K2
93604,F,F2
93605,D,D3
93606,E,E2
93607,D,D3
93608,C,C1
93609,O,O3
93610,L,L2
93611,G,G3
93612,F,F3
93613,S,S2
93614,R,R1
93615,N,N2
93616,W,W1
93617,E,E2
93618,R,R1
93619,M,M1
93620,M,M3
93621,U,U2
93622,B,B2
93623,R,R2
93624,B,B3
93625,J,J3
93626,D,D3
93627,L,L1
93628,N,N2
93629,W,W3
93630,K,K3
93631,K,K1
93632,G,G1
93633,E,E2
93634,K,K3
93635,D,D1
93636,N,N3
93637,K,K3
93638,D,D1
93639,N,N3
93640,L,L2
93641,M,M3
93642,D,D1
93643,B,B3
93644,Q,Q3
93645,U,U2
93646,W,W3
93647,E,E2
93648,R,R1
93649,C,C3
93650,U,U3
93651,S,S3
93652,F,F3
93653,B,B1
93654,E,E2
93655,K,K1
93656,F,F2
93657,D,D1
93658,N,N2
93659,Q,Q1
93660,W,W1
93661,C,C2
93662,F,F1
93663,K,K2
93664,Q,Q2
93665,J,J2
93666,G,G1
93667,N,N2
93668,U,U1
93669,F,F1
93670,J,J2
93671,E,E3
93672,L,L3
93673,U,U3
93674,U,U2
93675,M,M2
93676,Q,Q3
93677,M,M2
93678,E,E3
93679,K,K3
93680,B,B2
93681,E,E2
93682,G,G3
93683,J,J3
93684,R,R3
93685,E,E2
93686,E,E2
93687,R,R3
93688,W,W2
93689,E,E3
93690,N,N1
93691,G,G1
93692,N,N2
93693,C,C3
93694,U,U2
93695,M,M1
93696,W,W3
93697,C,C1
93698,E,E2
93699,Q,Q3
93700,E,E3
93701,E,E2
93702,K,K3
93703,G,G3
93704,Q,Q1
93705,Q,Q1
93706,S,S1
93707,E,E2
93708,W,W2
93709,B,B2
93710,F,F2
93711,L,L1
93712,E,E3
93713,O,O1
93714,L,L1
93715,F,F3
93716,C,C1
93717,K,K3
93718,E,E2
93719,K,K2
93720,K,K3
93721,E,E3
93722,Q,Q3
93723,U,U3
93724,N,N3
93725,W,W2
93726,M,M1
93727,R,R3
93728,K,K1
93729,M,M2
93730,O,O1
93731,K,K2
93732,C,C2
93733,S,S2
93734,S,S3
93735,D,D2
93736,J,J3
93737,L,L2
93738,O,O3
93739,Q,Q1
93740,U,U1
93741,C,C1
93742,G,G2
93743,L,L3
93744,N,N1
93745,C,C3
93746,J,J3
93747,Q,Q1
93748,U,U3
93749,L,L1
93750,G,G1
93751,S,S3
93752,S,S1
93753,E,E3
93754,C,C2
93755,C,C3
93756,D,D3
93757,G,G2
93758,W,W1
93759,M,M3
93760,D,D2
93761,B,B1
93762,E,E2
93763,D,D1
93764,R,R1
93765,U,U2
93766,E,E3
93767,N,N3
93768,E,E2
93769,C,C1
93770,L,L2
93771,D,D2
93772,D,D2
93773,B,B1
93774,Q,Q3
93775,K,K3
93776,W,W3
93777,C,C3
93778,M,M3
93779,G,G1
93780,U,U2
93781,N,N1
93782,W,W2
93783,L,L1
93784,D,D3
93785,D,D1
93786,W,W1
93787,,
93788,S,S3
93789,F,F1
93790,S,S3
93791,C,C3
93792,N,N2
93793,Q,Q3
93794,W,W2
93795,W,W3
93796,C,C3
93797,J,J3
93798,U,U2
93799,M,M2
93800,O,O1
93801,N,N1
93802,U,U1
93803,R,R3
93804,M,M2
93805,E,E2
93806,S,S2
93807,E,E1
93808,C,C3
93809,G,G2
93810,O,O2
93811,U,U1
93812,U,U1
93813,F,F3
93814,F,F2
93815,E,E2
93816,U,U3
93817,U,U1
93818,G,G2
93819,K,K1
93820,E,E2
93821,J,J2
93822,D,D2
93823,Q,Q2
93824,Q,Q3
93825,D,D3
93826,O,O2
93827,U,U2
93828,K,K2
93829,R,R2
93830,C,C1
93831,E,E2
93832,M,M2
93833,K,K3
93834,N,N3
93835,Q,Q3
93836,W,W3
93837,U,U2
93838,L,L1
93839,K,K3
93840,D,D1
93841,M,M3
93842,S,S3
93843,L,L3
93844,U,U3
93845,S,S2
93846,J,J3
93847,L,L2
93848,C,C3
93849,W,W2
93850,K,K1
93851,D,D2
93852,E,E1
93853,L,L1
93854,Q,Q1
93855,D,D2
93856,M,M3
93857,G,G2
93858,B,B3
93859,L,L3
93860,J,J3
93861,Q,Q3
93862,L,L3
93863,K,K3
93864,K,K3
93865,R,R1
93866,B,B3
93867,U,U1
93868,U,U1
93869,O,O3
93870,W,W1
93871,C,C1
93872,M,M2
93873,M,M1
93874,G,G2
93875,G,G1
93876,J,J3
93877,R,R2
93878,C,C2
93879,E,E2
93880,N,N3
93881,U,U1
93882,D,D3
93883,M,M1
93884,Q,Q3
93885,L,L2
93886,W,W3
93887,R,R1
93888,K,K1
93889,C,C1
93890,Q,Q1
93891,B,B1
93892,L,L2
93893,S,S1
93894,R,R3
93895,O,O1
93896,B,B1
93897,O,O1
93898,C,C1
93899,N,N3
93900,K,K3
93901,K,K2
93902,U,U1
93903,N,N3
93904,L,L3
93905,J,J3
93906,G,G3
93907,O,O1
93908,Q,Q3
93909,D,D1
93910,L,L3
93911,J,J1
93912,M,M3
93913,J,J3
93914,J,J1
93915,E,E3
93916,M,M2
93917,J,J2
93918,L,L2
93919,D,D3
93920,R,R2
93921,R,R3
93922,N,N2
93923,K,K1
93924,F,F3
93925,E,E2
93926,D,D1
93927,O,O3
93928,N,N3
93929,N,N2
93930,J,J3
93931,D,D2
93932,U,U2
93933,F,F2
93934,R,R3
93935,K,K1
93936,W,W3
93937,L,L2
93938,E,E2
93939,K,K1
93940,R,R3
93941,L,L3
93942,U,U2
93943,E,E2
93944,O,O2
93945,L,L3
93946,J,J2
93947,N,N2
93948,G,G3
93949,L,L1
93950,Q,Q2
93951,Q,Q3
93952,M,M1
93953,G,G1
93954,B,B1
93955,W,W3
93956,D,D2
93957,B,B1
93958,E,E2
93959,G,G1
93960,D,D1
93961,K,K3
93962,J,J2
93963,O,O3
93964,W,W2
93965,D,D3
93966,R,R2
93967,O,O2
93968,K,K1
93969,U,U1
93970,G,G3
93971,K,K2
93972,U,U2
93973,B,B1
93974,K,K2
93975,C,C3
93976,N,N3
93977,G,G2
93978,B,B3
93979,J,J1
93980,F,F2
93981,E,E2
93982,S,S2
93983,S,S2
93984,D,D1
93985,M,M1
93986,U,U3
93987,W,W2
93988,G,G2
93989,E,E1
93990,M,M1
93991,E,E3
93992,J,J3
93993,L,L1
93994,U,U1
93995,J,J3
93996,R,R2
93997,B,B2
93998,U,U2
93999,N,N2
94000,M,M3
94001,W,W3
94002,N,N3
94003,U,U3
94004,U,U2
94005,E,E1
94006,E,E3
94007,M,M3
94008,S,S1
94009,J,J1
94010,D,D1
94011,C,C2
94012,B,B1
94013,N,N1
94014,N,N3
94015,E,E3
94016,E,E2
94017,F,F1
94018,K,K3
94019,N,N1
94020,C,C2
94021,B,B2
94022,F,F1
94023,J,J3
94024,W,W3
94025,N,N3
94026,E,E2
94027,C,C2
94028,B,B2
94029,B,B3
94030,F,F2
94031,S,S2
94032,M,M2
94033,F,F1
94034,L,L2
94035,R,R3
94036,C,C1
94037,K,K1
94038,S,S3
94039,E,E2
94040,M,M1
94041,G,G2
94042,J,J3
94043,B,B3
94044,K,K2
94045,M,M1
94046,C,C3
94047,E,E2
94048,S,S2
94049,U,U2
94050,R,R1
94051,M,M1
94052,B,B3
94053,B,B3
94054,M,M1
94055,U,U2
94056,E,E2
94057,Q,Q3
94058,C,C2
94059,U,U1
94060,U,U1
94061,F,F3
94062,S,S1
94063,N,N2
94064,B,B1
94065,M,M3
94066,N,N3
94067,G,G1
94068,F,F2
94069,L,L3
94070,C,C3
94071,M,M3
94072,M,M3
94073,K,K1
94074,Q,Q3
94075,M,M1
94076,B,B1
94077,S,S1
94078,C,C1
94079,D,D1
94080,L,L1
94081,N,N3
94082,R,R1
94083,L,L2
94084,S,S1
94085,N,N1
94086,G,G3
94087,W,W3
94088,K,K2
94089,F,F2
94090,U,U1
94091,U,U1
94092,E,E3
94093,E,E1
94094,O,O3
94095,F,F1
94096,W,W3
94097,C,C2
94098,L,L3
94099,U,U1
94100,S,S2
94101,U,U3
94102,E,E2
94103,C,C1
94104,Q,Q1
94105,D,D2
94106,E,E3
94107,C,C3
94108,S,S1
94109,R,R1
94110,M,M1
94111,D,D2
94112,C,C2
94113,C,C1
94114,N,N3
94115,M,M3
94116,D,D2
94117,M,M2
94118,O,O1
94119,M,M1
94120,J,J1
94121,B,B1
94122,Q,Q1
94123,N,N3
94124,G,G3
94125,N,N1
94126,B,B2
94127,O,O3
94128,M,M1
94129,W,W2
94130,B,B1
94131,Q,Q2
94132,M,M2
94133,Q,Q3
94134,M,M1
94135,E,E1
94136,B,B2
94137,G,G2
94138,Q,Q2
94139,L,L3
94140,K,K1
94141,D,D3
94142,E,E2
94143,D,D1
94144,Q,Q1
94145,R,R1
94146,E,E1
94147,G,G3
94148,D,D1
94149,R,R2
94150,O,O1
94151,E,E2
94152,K,K2
94153,G,G3
94154,J,J1
94155,B,B3
94156,S,S1
94157,D,D1
94158,E,E1
94159,N,N2
94160,L,L3
94161,L,L2
94162,B,B3
94163,M,M1
94164,E,E1
94165,M,M3
94166,K,K1
94167,R,R3
94168,K,K2
94169,Q,Q1
94170,L,L2
94171,U,U1
94172,R,R3
94173,U,U1
94174,D,D3
94175,K,K2
94176,D,D3
94177,E,E2
94178,L,L2
94179,Q,Q2
94180,W,W1
94181,N,N3
94182,B,B1
94183,E,E1
94184,L,L3
94185,M,M2
94186,D,D2
94187,G,G3
94188,F,F3
94189,Q,Q3
94190,M,M2
94191,E,E3
94192,G,G3
94193,R,R1
94194,W,W2
94195,Q,Q3
94196,Q,Q3
94197,G,G3
94198,E,E2
94199,R,R2
94200,U,U3
94201,J,J3
94202,L,L3
94203,C,C3
94204,W,W1
94205,J,J2
94206,U,U2
94207,Q,Q3
94208,K,K1
94209,D,D2
94210,J,J3
94211,L,L2
94212,M,M3
94213,D,D2
94214,K,K2
94215,U,U2
94216,W,W2
94217,E,E3
94218,E,E1
94219,L,L3
94220,G,G1
94221,D,D2
94222,J,J3
94223,D,D2
94224,R,R3
94225,K,K1
94226,E,E2
94227,J,J2
94228,M,M1
94229,K,K1
94230,D,D3
94231,N,N3
94232,E,E3
94233,Q,Q1
94234,Q,Q1
94235,U,U1
94236,G,G3
94237,D,D3
94238,E,E2
94239,G,G3
94240,U,U1
94241,B,B3
94242,L,L2
94243,L,L3
94244,N,N2
94245,Q,Q2
94246,C,C1
94247,Q,Q1
94248,G,G1
94249,S,S3
94250,G,G3
94251,S,S2
94252,R,R1
94253,U,U2
94254,J,J3
94255,L,L1
94256,C,C1
94257,R,R2
94258,J,J2
94259,K,K2
94260,Q,Q3
94261,K,K2
94262,M,M2
94263,O,O3
94264,R,R2
94265,E,E1
94266,F,F2
94267,G,G1
94268,S,S1
94269,L,L2
94270,B,B3
94271,E,E1
94272,N,N3
94273,J,J3
94274,K,K3
94275,N,N3
94276,E,E1
94277,C,C2
94278,S,S3
94279,K,K2
94280,N,N2
94281,D,D1
94282,K,K2
94283,U,U2
94284,B,B1
94285,S,S1
94286,R,R3
94287,O,O2
94288,B,B1
94289,J,J3
94290,B,B1
94291,U,U3
94292,U,U2
94293,N,N2
94294,S,S2
94295,J,J2
94296,D,D3
94297,U,U2
94298,N,N1
94299,W,W2
94300,R,R3
94301,E,E1
94302,E,E1
94303,M,M1
94304,E,E1
94305,M,M2
94306,Q,Q2
94307,M,M1
94308,D,D2
94309,E,E1
94310,D,D3
94311,O,O3
94312,E,E1
94313,W,W1
94314,R,R2
94315,E,E2
94316,W,W3
94317,R,R1
94318,R,R2
94319,E,E1
94320,B,B3
94321,F,F2
94322,Q,Q1
94323,Q,Q3
94324,C,C1
94325,J,J2
94326,B,B1
94327,E,E1
94328,D,D3
94329,Q,Q1
94330,C,C1
94331,R,R1
94332,K,K3
94333,J,J3
94334,J,J2
94335,R,R3
94336,W,W3
94337,B,B1
94338,R,R1
94339,B,B3
94340,N,N2
94341,W,W1
94342,C,C1
94343,K,K3
94344,M,M2
94345,C,C1
94346,L,L2
94347,E,E1
94348,J,J3
94349,F,F2
94350,K,K2
94351,D,D2
94352,E,E2
94353,E,E2
94354,E,E2
94355,E,E3
94356,C,C1
94357,M,M3
94358,D,D1
94359,S,S3
94360,G,G3
94361,S,S2
94362,E,E2
94363,K,K2
94364,E,E2
94365,S,S3
94366,K,K3
94367,B,B2
94368,O,O1
94369,Q,Q2
94370,D,D3
94371,L,L1
94372,W,W1
94373,K,K2
94374,K,K2
94375,B,B3
94376,G,G3
94377,J,J1
94378,K,K3
94379,E,E1
94380,L,L2
94381,Q,Q2
94382,C,C1
94383,E,E3
94384,E,E2
94385,D,D1
94386,U,U3
94387,N,N1
94388,O,O2
94389,Q,Q1
94390,B,B1
94391,K,K3
94392,E,E2
94393,L,L2
94394,J,J1
94395,S,S2
94396,R,R1
94397,N,N3
94398,Q,Q1
94399,J,J2
94400,N,N2
94401,G,G2
94402,N,N2
94403,O,O1
94404,R,R1
94405,S,S3
94406,W,W3
94407,U,U3
94408,G,G3
94409,N,N1
94410,E,E3
94411,L,L2
94412,Q,Q2
94413,B,B2
94414,O,O2
94415,M,M1
94416,L,L2
94417,D,D1
94418,C,C1
94419,C,C1
94420,Q,Q2
94421,L,L3
94422,Q,Q3
94423,Q,Q1
94424,W,W2
94425,J,J3
94426,B,B1
94427,W,W2
94428,Q,Q3
94429,D,D3
94430,R,R3
94431,C,C1
94432,Q,Q3
94433,U,U3
94434,U,U1
94435,L,L1
94436,J,J1
94437,Q,Q3
94438,D,D2
94439,D,D1
94440,M,M2
94441,O,O2
94442,C,C3
94443,R,R3
94444,R,R3
94445,L,L1
94446,O,O1
94447,M,M1
94448,E,E3
94449,Q,Q2
94450,J,J3
94451,C,C2
94452,O,O1
94453,Q,Q3
94454,Q,Q3
94455,E,E1
94456,D,D3
94457,U,U2
94458,N,N1
94459,M,M1
94460,K,K3
94461,C,C2
94462,G,G1
94463,L,L3
94464,U,U3
94465,B,B1
94466,B,B1
94467,G,G1
94468,J,J2
94469,G,G1
94470,J,J1
94471,M,M3
94472,U,U1
94473,F,F1
94474,D,D1
94475,M,M2
94476,D,D2
94477,E,E1
94478,M,M2
94479,M,M3
94480,R,R1
94481,N,N1
94482,U,U3
94483,E,E1
94484,D,D1
94485,N,N3
94486,J,J1
94487,N,N3
94488,U,U3
94489,C,C3
94490,U,U1
94491,J,J3
94492,G,G2
94493,U,U2
94494,C,C1
94495,D,D2
94496,N,N2
94497,Q,Q1
94498,Q,Q1
94499,Q,Q3
94500,G,G3
94501,Q,Q1
94502,F,F3
94503,Q,Q3
94504,F,F1
94505,J,J2
94506,K,K1
94507,K,K1
94508,F,F3
94509,G,G2
94510,K,K2
94511,M,M2
94512,W,W2
94513,W,W2
94514,D,D2
94515,G,G3
94516,C,C1
94517,U,U3
94518,L,L2
94519,F,F2
94520,Q,Q3
94521,K,K3
94522,F,F2
94523,U,U2
94524,M,M1
94525,E,E1
94526,W,W1
94527,K,K2
94528,L,L3
94529,G,G3
94530,D,D3
94531,S,S3
94532,M,M3
94533,B,B3
94534,K,K1
94535,G,G2
94536,G,G1
94537,Q,Q3
94538,D,D3
94539,L,L1
94540,L,L1
94541,S,S1
94542,W,W3
94543,M,M1
94544,Q,Q3
94545,O,O2
94546,B,B3
94547,K,K3
94548,E,E1
94549,D,D3
94550,E,E2
94551,S,S1
94552,N,N1
94553,B,B2
94554,F,F3
94555,J,J2
94556,,
94557,O,O2
94558,C,C2
94559,L,L3
94560,S,S1
94561,G,G2
94562,E,E2
94563,F,F1
94564,Q,Q3
94565,G,G2
94566,M,M2
94567,J,J3
94568,F,F2
94569,F,F1
94570,G,G1
94571,C,C1
94572,K,K1
94573,F,F2
94574,M,M3
94575,W,W1
94576,D,D3
94577,K,K1
94578,K,K3
94579,G,G2
94580,C,C1
94581,U,U2
94582,C,C3
94583,D,D2
94584,Q,Q3
94585,O,O2
94586,U,U3
94587,J,J3
94588,Q,Q1
94589,G,G3
94590,C,C1
94591,B,B2
94592,G,G3
94593,Q,Q2
94594,G,G1
94595,O,O2
94596,K,K1
94597,R,R3
94598,R,R3
94599,L,L3
94600,O,O1
94601,S,S3
94602,M,M3
94603,R,R3
94604,J,J1
94605,O,O2
94606,S,S2
94607,,
94608,J,J3
94609,E,E1
94610,N,N3
94611,E,E2
94612,D,D3
94613,D,D2
94614,Q,Q1
94615,E,E1
94616,S,S2
94617,B,B3
94618,O,O2
94619,M,M3
94620,K,K2
94621,E,E1
94622,S,S2
94623,D,D1
94624,U,U3
94625,F,F1
94626,Q,Q3
94627,M,M3
94628,B,B2
94629,L,L1
94630,F,F2
94631,S,S1
94632,K,K3
94633,L,L3
94634,E,E1
94635,L,L3
94636,Q,Q3
94637,N,N1
94638,E,E1
94639,E,E2
94640,D,D1
94641,M,M2
94642,L,L1
94643,M,M3
94644,K,K2
94645,M,M1
94646,E,E1
94647,B,B3
94648,C,C1
94649,E,E2
94650,M,M3
94651,U,U3
94652,D,D3
94653,O,O1
94654,U,U1
94655,K,K2
94656,N,N1
94657,O,O1
94658,E,E2
94659,O,O3
94660,W,W2
94661,B,B1
94662,E,E2
94663,E,E2
94664,Q,Q2
94665,U,U1
94666,G,G1
94667,O,O1
94668,K,K2
94669,G,G2
94670,L,L2
94671,L,L2
94672,N,N2
94673,O,O3
94674,K,K2
94675,R,R2
94676,W,W2
94677,D,D2
94678,E,E2
94679,W,W1
94680,G,G1
94681,K,K1
94682,Q,Q3
94683,U,U1
94684,Q,Q2
94685,O,O1
94686,U,U2
94687,M,M1
94688,Q,Q1
94689,O,O3
94690,F,F2
94691,C,C2
94692,F,F3
94693,E,E1
94694,E,E3
94695,B,B2
94696,C,C1
94697,U,U1
94698,C,C2
94699,W,W1
94700,Q,Q3
94701,M,M1
94702,R,R3
94703,U,U1
94704,C,C2
94705,U,U1
94706,O,O3
94707,Q,Q1
94708,W,W2
94709,U,U3
94710,B,B3
94711,Q,Q1
94712,Q,Q1
94713,Q,Q2
94714,L,L1
94715,R,R2
94716,E,E3
94717,L,L2
94718,C,C1
94719,S,S3
94720,E,E3
94721,N,N3
94722,W,W3
94723,K,K3
94724,K,K2
94725,K,K2
94726,D,D3
94727,G,G3
94728,M,M1
94729,K,K1
94730,K,K2
94731,B,B2
94732,F,F1
94733,U,U2
94734,U,U2
94735,U,U2
94736,L,L1
94737,W,W1
94738,G,G3
94739,O,O1
94740,W,W2
94741,Q,Q1
94742,B,B2
