id,Address,Latitude,Longitude,Location 
42625,8052 27TH AVE NW,47.68833822,-122.39059133,"(47.68833822, -122.39059133)"
42626,7530 28TH AVE NW,47.68404041,-122.39272411,"(47.68404041, -122.39272411)"
42627,317 28TH AVE S,47.59979627,-122.29649059,"(47.59979627, -122.29649059)"
42628,4563 35TH AVE W,47.66287813,-122.402855,"(47.66287813, -122.402855)"
42629,1101 36TH AVE,47.61174766,-122.2875137,"(47.61174766, -122.2875137)"
42630,6023 19TH AVE S,47.54816522,-122.30916111,"(47.54816522, -122.30916111)"
42631,8507 18TH AVE NW,47.6908859,-122.38026529,"(47.6908859, -122.38026529)"
42632,9304 31ST PL SW,47.51976031,-122.37314898,"(47.51976031, -122.37314898)"
42633,6320 15TH AVE NE,47.6754428,-122.31166735,"(47.6754428, -122.31166735)"
42634,4144 19TH AVE SW,47.56528471,-122.35770528,"(47.56528471, -122.35770528)"
42635,8012 24TH AVE NW,47.68727171,-122.38731154,"(47.68727171, -122.38731154)"
42636,2019 24TH AVE S,47.58495016,-122.30194383,"(47.58495016, -122.30194383)"
42637,2019 24TH AVE S,47.58495016,-122.30194383,"(47.58495016, -122.30194383)"
42638,1117 20TH AVE S,47.59252297,-122.30659369,"(47.59252297, -122.30659369)"
42639,1504 CALIFORNIA AVE SW,47.59042599,-122.38595573,"(47.59042599, -122.38595573)"
42640,9228 9TH AVE NW,47.69686554,-122.36834354,"(47.69686554, -122.36834354)"
42641,34 FLORENTIA ST,47.64707114,-122.35618372,"(47.64707114, -122.35618372)"
42642,13128 PALATINE AVE N,47.72489818,-122.35730425,"(47.72489818, -122.35730425)"
42643,12354 16TH AVE NE,47.71907054,-122.31105221,"(47.71907054, -122.31105221)"
42644,6522 9TH AVE NW,47.6766479,-122.36844879,"(47.6766479, -122.36844879)"
42645,6522 9TH AVE NW,47.6766479,-122.36844879,"(47.6766479, -122.36844879)"
42646,2364 PERKINS LN W,47.63909238,-122.41179163,"(47.63909238, -122.41179163)"
42647,2001 15TH AVE W,47.63718204,-122.37735617,"(47.63718204, -122.37735617)"
42648,4817 38TH AVE SW,47.55871928,-122.38041972,"(47.55871928, -122.38041972)"
42649,3909 AURORA AVE N,47.65448262,-122.34767393,"(47.65448262, -122.34767393)"
42650,3909 AURORA AVE N,47.65448262,-122.34767393,"(47.65448262, -122.34767393)"
42651,2525 26TH AVE W,47.64183889,-122.39083457,"(47.64183889, -122.39083457)"
42652,8410 24TH AVE SW,47.52796055,-122.36290622,"(47.52796055, -122.36290622)"
42653,6945 23RD AVE SW,47.5403789,-122.36222732,"(47.5403789, -122.36222732)"
42654,2050 SW ORCHARD ST,47.53825361,-122.35991323,"(47.53825361, -122.35991323)"
42655,229 24TH AVE E,47.62112324,-122.30153909,"(47.62112324, -122.30153909)"
42656,5038 31ST AVE S,47.55596933,-122.29256517,"(47.55596933, -122.29256517)"
42657,220 30TH AVE E,47.62088146,-122.29316463,"(47.62088146, -122.29316463)"
42658,10726 15TH AVE NE,47.70745825,-122.3120809,"(47.70745825, -122.3120809)"
42659,5412 30TH AVE SW,47.55332617,-122.37052466,"(47.55332617, -122.37052466)"
42660,7101 30TH AVE SW,47.53905557,-122.37150381,"(47.53905557, -122.37150381)"
42661,1531 NE 106TH ST,47.70570353,-122.31118123,"(47.70570353, -122.31118123)"
42662,318 31ST AVE E,47.62190183,-122.29176334,"(47.62190183, -122.29176334)"
42663,3215 14TH AVE S,47.57462722,-122.31516178,"(47.57462722, -122.31516178)"
42664,8623 41ST AVE SW,47.52586904,-122.38374853,"(47.52586904, -122.38374853)"
42665,3456 14TH AVE W,47.65203351,-122.374598,"(47.65203351, -122.374598)"
42666,3320 CLAREMONT AVE S,47.5729733,-122.29521221,"(47.5729733, -122.29521221)"
42667,2419 S JUDKINS ST,47.59182838,-122.30047956,"(47.59182838, -122.30047956)"
42668,8733 29TH AVE NW,47.6928492,-122.39452496,"(47.6928492, -122.39452496)"
42669,2431 WESTVIEW DR W,47.64046539,-122.37097986,"(47.64046539, -122.37097986)"
42670,847 S TRENTON ST,47.52453799,-122.32088148,"(47.52453799, -122.32088148)"
42671,847 S TRENTON ST,47.52453799,-122.32088148,"(47.52453799, -122.32088148)"
42672,2010 30TH AVE S,47.58484416,-122.29379506,"(47.58484416, -122.29379506)"
42673,3015 18TH AVE S,47.57652279,-122.30916333,"(47.57652279, -122.30916333)"
42674,5915 19TH AVE SW,47.54977942,-122.35891109,"(47.54977942, -122.35891109)"
42675,9031 HENDERSON PL SW,47.52177327,-122.34574833,"(47.52177327, -122.34574833)"
42676,8360 WABASH AVE S,47.52825512,-122.26791646,"(47.52825512, -122.26791646)"
42677,2115 12TH AVE E,47.63812359,-122.31762937,"(47.63812359, -122.31762937)"
42678,406 DEXTER AVE N,47.6223157,-122.34195684,"(47.6223157, -122.34195684)"
42679,4501 SW ADMIRAL WAY,47.58102339,-122.38956226,"(47.58102339, -122.38956226)"
42680,1377 31ST AVE S,47.59045093,-122.2926156,"(47.59045093, -122.2926156)"
42681,5616 BROOKLYN AVE NE,47.67007261,-122.31389026,"(47.67007261, -122.31389026)"
42682,2219 FRANKLIN AVE E,47.63886828,-122.32496215,"(47.63886828, -122.32496215)"
42683,4724 22ND AVE NE,47.66389117,-122.3038142,"(47.66389117, -122.3038142)"
42684,3500 28TH AVE W,47.65140205,-122.39093658,"(47.65140205, -122.39093658)"
42685,115 S DAWSON ST,47.55544968,-122.332958,"(47.55544968, -122.332958)"
42686,7520 23RD AVE NE,47.68370668,-122.3026698,"(47.68370668, -122.3026698)"
42687,4002 14TH AVE S,47.56788253,-122.31448245,"(47.56788253, -122.31448245)"
42688,7554 17TH AVE NW,47.68481112,-122.37868721,"(47.68481112, -122.37868721)"
42689,9056 22ND AVE SW,47.52121531,-122.36190011,"(47.52121531, -122.36190011)"
42690,2840 22ND AVE W,47.64601258,-122.38440759,"(47.64601258, -122.38440759)"
42691,3232 22ND AVE W,47.64947254,-122.38415843,"(47.64947254, -122.38415843)"
42692,3232 22ND AVE W,47.64947254,-122.38415843,"(47.64947254, -122.38415843)"
42693,3232 22ND AVE W,47.64947254,-122.38415843,"(47.64947254, -122.38415843)"
42694,8818 30TH AVE NW,47.69363806,-122.39552134,"(47.69363806, -122.39552134)"
42695,3033 NE 140TH ST,47.72989875,-122.29488294,"(47.72989875, -122.29488294)"
42696,403 14TH AVE E,47.62212744,-122.31482955,"(47.62212744, -122.31482955)"
42697,6337 14TH AVE NE,47.67557715,-122.31346338,"(47.67557715, -122.31346338)"
42698,4311 14TH AVE S,47.56493234,-122.31504545,"(47.56493234, -122.31504545)"
42699,5706 RAINIER AVE S,47.55098553,-122.27724362,"(47.55098553, -122.27724362)"
42700,3617 SW LANDER ST,47.57911438,-122.37777935,"(47.57911438, -122.37777935)"
42701,3617 SW LANDER ST,47.57911438,-122.37777935,"(47.57911438, -122.37777935)"
42702,3617 SW LANDER ST,47.57911438,-122.37777935,"(47.57911438, -122.37777935)"
42703,2764 WESTLAKE AVE N,47.64517318,-122.34615233,"(47.64517318, -122.34615233)"
42704,2764 WESTLAKE AVE N,47.64517318,-122.34615233,"(47.64517318, -122.34615233)"
42705,2764 WESTLAKE AVE N,47.64517318,-122.34615233,"(47.64517318, -122.34615233)"
42706,1319 NE 65TH ST,47.67566271,-122.31348006,"(47.67566271, -122.31348006)"
42707,4801 23RD AVE SW,47.55912245,-122.36187645,"(47.55912245, -122.36187645)"
42708,501 N 104TH ST,47.70416538,-122.35255877,"(47.70416538, -122.35255877)"
42709,3720 60TH AVE SW,47.57052204,-122.40930759,"(47.57052204, -122.40930759)"
42710,2429 8TH AVE N,47.64041495,-122.34334465,"(47.64041495, -122.34334465)"
42711,3611 11TH AVE W,47.65259792,-122.37183591,"(47.65259792, -122.37183591)"
42712,2400 QUEEN ANNE AVE N,47.63981325,-122.35666589,"(47.63981325, -122.35666589)"
42713,507 W OLYMPIC PL,47.62634828,-122.36326037,"(47.62634828, -122.36326037)"
42714,3212 14TH AVE S,47.57465273,-122.31455683,"(47.57465273, -122.31455683)"
42715,7523 LAKE CITY WAY NE,47.68375447,-122.31672511,"(47.68375447, -122.31672511)"
42716,7523 LAKE CITY WAY NE,47.68375447,-122.31672511,"(47.68375447, -122.31672511)"
42717,2212 14TH AVE S,47.58329022,-122.31437873,"(47.58329022, -122.31437873)"
42718,6941 24TH AVE SW,47.5397733,-122.36332041,"(47.5397733, -122.36332041)"
42719,6115 39TH AVE S,47.54690455,-122.28376746,"(47.54690455, -122.28376746)"
42720,10057 65TH AVE S,47.51004341,-122.25258083,"(47.51004341, -122.25258083)"
42721,10057 65TH AVE S,47.51004341,-122.25258083,"(47.51004341, -122.25258083)"
42722,6520 WEEDIN PL NE,47.67647419,-122.31971686,"(47.67647419, -122.31971686)"
42723,3146 PORTAGE BAY PL E,47.65016741,-122.31872045,"(47.65016741, -122.31872045)"
42724,1620 BROADWAY,47.61592079,-122.32040236,"(47.61592079, -122.32040236)"
42725,240 2ND AVE S,47.60022466,-122.33128396,"(47.60022466, -122.33128396)"
42726,1620 BROADWAY,47.61592079,-122.32040236,"(47.61592079, -122.32040236)"
42727,1330 35TH AVE S,47.591451,-122.28775368,"(47.591451, -122.28775368)"
42728,6935 25TH AVE SW,47.53966792,-122.3647478,"(47.53966792, -122.3647478)"
42729,14334 RIVIERA PL NE,47.73279163,-122.28344926,"(47.73279163, -122.28344926)"
42730,6337 NE 61ST ST,47.67260294,-122.25917851,"(47.67260294, -122.25917851)"
42731,571 VALLEY ST,47.62612809,-122.34518257,"(47.62612809, -122.34518257)"
42732,9419 LEROY PL S,47.5181032,-122.28770596,"(47.5181032, -122.28770596)"
42733,9431 LEROY PL S,47.51782418,-122.28755528,"(47.51782418, -122.28755528)"
42734,6702 28TH AVE NW,47.67783179,-122.39272027,"(47.67783179, -122.39272027)"
42735,6705 EAST MARGINAL WAY S,47.54187902,-122.32715262,"(47.54187902, -122.32715262)"
42736,7522 20TH AVE NW,47.68390752,-122.38187695,"(47.68390752, -122.38187695)"
42737,14014 41ST AVE NE,47.73045761,-122.28408671,"(47.73045761, -122.28408671)"
42738,14014 41ST AVE NE,47.73045761,-122.28408671,"(47.73045761, -122.28408671)"
42739,5226 SW FOREST ST,47.57840742,-122.39900663,"(47.57840742, -122.39900663)"
42740,400 ROY ST,47.62560799,-122.3486666,"(47.62560799, -122.3486666)"
42741,400 ROY ST,47.62560799,-122.3486666,"(47.62560799, -122.3486666)"
42742,2113 3RD AVE,47.613354,-122.34285748,"(47.613354, -122.34285748)"
42743,2800 S HILL ST,47.58462235,-122.29591807,"(47.58462235, -122.29591807)"
42744,1118 NW 57TH ST,47.67034939,-122.3715972,"(47.67034939, -122.3715972)"
42745,2932 4TH AVE S,47.57668394,-122.32797469,"(47.57668394, -122.32797469)"
42746,706 NE 43RD ST,47.65960336,-122.32041806,"(47.65960336, -122.32041806)"
42747,706 NE 43RD ST,47.65960336,-122.32041806,"(47.65960336, -122.32041806)"
42748,5001 NE 50TH ST,47.66368613,-122.27325494,"(47.66368613, -122.27325494)"
42749,5001 NE 50TH ST,47.66368613,-122.27325494,"(47.66368613, -122.27325494)"
42750,1205 E PINE ST,47.6150756,-122.31646265,"(47.6150756, -122.31646265)"
42751,300 2ND AVE W,47.62158665,-122.35898832,"(47.62158665, -122.35898832)"
42752,1117 20TH AVE S,47.59252297,-122.30659369,"(47.59252297, -122.30659369)"
42753,112 16TH AVE,47.6021575,-122.31128616,"(47.6021575, -122.31128616)"
42754,5105 BALLARD AVE NW,47.6643977,-122.38146472,"(47.6643977, -122.38146472)"
42755,1514 E HOWELL ST,47.6180891,-122.31198007,"(47.6180891, -122.31198007)"
42756,3622 INTERLAKE AVE N,47.65122752,-122.34110749,"(47.65122752, -122.34110749)"
42757,2498B LAKE WASHINGTON BLVD E,47.64148,-122.29751115,"(47.64148, -122.29751115)"
42758,2498B LAKE WASHINGTON BLVD E,47.64148,-122.29751115,"(47.64148, -122.29751115)"
42759,2498B LAKE WASHINGTON BLVD E,47.64148,-122.29751115,"(47.64148, -122.29751115)"
42760,5120 S DIRECTOR ST,47.52209587,-122.26908565,"(47.52209587, -122.26908565)"
42761,3039 20TH AVE W,47.64774641,-122.38257569,"(47.64774641, -122.38257569)"
42762,815 N 41ST ST,47.65650472,-122.34782327,"(47.65650472, -122.34782327)"
42763,9757 2ND AVE NW,47.70135669,-122.35988195,"(47.70135669, -122.35988195)"
42764,2617 3RD AVE W,47.64386094,-122.36144504,"(47.64386094, -122.36144504)"
42765,950 VALLEY ST,47.62584123,-122.33792466,"(47.62584123, -122.33792466)"
42766,2556 27TH AVE W,47.64265172,-122.39133728,"(47.64265172, -122.39133728)"
42767,14359 LINDEN AVE N,47.73375811,-122.34852448,"(47.73375811, -122.34852448)"
42768,2420 E UNION ST,47.6131746,-122.3005331,"(47.6131746, -122.3005331)"
42769,5733 25TH AVE NE,47.67098426,-122.30131421,"(47.67098426, -122.30131421)"
42770,5901 S FOUNTAIN ST,47.50273211,-122.25924346,"(47.50273211, -122.25924346)"
42771,5311 SHILSHOLE AVE NW,47.66587697,-122.38477867,"(47.66587697, -122.38477867)"
42772,101 S MAIN ST,47.59979439,-122.33381028,"(47.59979439, -122.33381028)"
42773,101 S MAIN ST,47.59979439,-122.33381028,"(47.59979439, -122.33381028)"
42774,101 S MAIN ST,47.59979439,-122.33381028,"(47.59979439, -122.33381028)"
42775,4922 43RD AVE S,47.55748967,-122.27912612,"(47.55748967, -122.27912612)"
42776,9611 29TH AVE NW,47.69953697,-122.39447041,"(47.69953697, -122.39447041)"
42777,2711 E YESLER WAY,47.60141416,-122.29728296,"(47.60141416, -122.29728296)"
42778,2711 E YESLER WAY,47.60141416,-122.29728296,"(47.60141416, -122.29728296)"
42779,5432 SEWARD PARK AVE S,47.55253464,-122.26294632,"(47.55253464, -122.26294632)"
42780,161 HIGHLAND DR,47.62954167,-122.35351719,"(47.62954167, -122.35351719)"
42781,3816 41ST AVE SW,47.56967508,-122.38380772,"(47.56967508, -122.38380772)"
42782,1210 REPUBLICAN ST,47.62327913,-122.33246071,"(47.62327913, -122.33246071)"
42783,607A NW 85TH ST,47.69036423,-122.36370897,"(47.69036423, -122.36370897)"
42784,3430 EAST MARGINAL WAY S,47.57227722,-122.33844103,"(47.57227722, -122.33844103)"
42785,2701 26TH AVE SW,47.57917435,-122.36660247,"(47.57917435, -122.36660247)"
42786,2701 26TH AVE SW,47.57917435,-122.36660247,"(47.57917435, -122.36660247)"
42787,1001 STURGUS AVE S,47.5937049,-122.31450253,"(47.5937049, -122.31450253)"
42788,4330 DAYTON AVE N,47.65994825,-122.35184593,"(47.65994825, -122.35184593)"
42789,2510 BOYER AVE E,47.64206157,-122.31464244,"(47.64206157, -122.31464244)"
42790,3240 NW 74TH ST,47.68251861,-122.4001296,"(47.68251861, -122.4001296)"
42791,3225 NE 68TH ST,47.6774237,-122.29197172,"(47.6774237, -122.29197172)"
42792,6534 DELRIDGE WAY SW,47.54344421,-122.36095401,"(47.54344421, -122.36095401)"
42793,3099 ALASKAN WAY,47.61536985,-122.35612424,"(47.61536985, -122.35612424)"
42794,11029 ROOSEVELT WAY NE,47.70941057,-122.31843982,"(47.70941057, -122.31843982)"
42795,4327 THACKERAY PL NE,47.6597723,-122.32648262,"(47.6597723, -122.32648262)"
42796,4826 45TH AVE S,47.55854024,-122.27673072,"(47.55854024, -122.27673072)"
42797,240 2ND AVE S,47.60022466,-122.33128396,"(47.60022466, -122.33128396)"
42798,302 LAKESIDE AVE S,47.5996855,-122.28581293,"(47.5996855, -122.28581293)"
42799,302 LAKESIDE AVE S,47.5996855,-122.28581293,"(47.5996855, -122.28581293)"
42800,6006 S RYAN ST,47.51027441,-122.2578028,"(47.51027441, -122.2578028)"
42801,2215 E MARION ST,47.60987932,-122.30300446,"(47.60987932, -122.30300446)"
42802,3570 WEST MARGINAL WAY SW,47.57176627,-122.35620642,"(47.57176627, -122.35620642)"
42803,566 DENNY WAY,47.61884187,-122.34550957,"(47.61884187, -122.34550957)"
42804,6206 34TH AVE NW,47.67418158,-122.40078859,"(47.67418158, -122.40078859)"
42805,2615 3RD AVE W,47.64375312,-122.36125588,"(47.64375312, -122.36125588)"
42806,1542 GRAND AVE,47.61451742,-122.28372728,"(47.61451742, -122.28372728)"
42807,2232 15TH AVE W,47.63951965,-122.37593541,"(47.63951965, -122.37593541)"
42808,208 32ND AVE,47.603541,-122.29138456,"(47.603541, -122.29138456)"
42809,1931 BOYER AVE E,47.6363452,-122.30446249,"(47.6363452, -122.30446249)"
42810,2220 MINOR AVE E,47.63899987,-122.32805868,"(47.63899987, -122.32805868)"
42811,2342 HOBART AVE SW,47.58276411,-122.3994441,"(47.58276411, -122.3994441)"
42812,2342 HOBART AVE SW,47.58276411,-122.3994441,"(47.58276411, -122.3994441)"
42813,2342 HOBART AVE SW,47.58276411,-122.3994441,"(47.58276411, -122.3994441)"
42814,10042 40TH AVE SW,47.51254378,-122.38280435,"(47.51254378, -122.38280435)"
42815,6915 ELLIS AVE S,47.54051444,-122.32033043,"(47.54051444, -122.32033043)"
42816,5326 28TH AVE S,47.55390601,-122.29666718,"(47.55390601, -122.29666718)"
42817,8552 20TH AVE NW,47.6922114,-122.3820163,"(47.6922114, -122.3820163)"
42818,2040 34TH AVE S,47.58398754,-122.28955939,"(47.58398754, -122.28955939)"
42819,2040 34TH AVE S,47.58398754,-122.28955939,"(47.58398754, -122.28955939)"
42820,827 W BARRETT ST,47.64664301,-122.36875372,"(47.64664301, -122.36875372)"
42821,14242 WESTWOOD PL NE,47.73224927,-122.28609611,"(47.73224927, -122.28609611)"
42822,14240 WESTWOOD PL NE,47.73213215,-122.2862457,"(47.73213215, -122.2862457)"
42823,13753 MIDVALE AVE N,47.7301945,-122.3439749,"(47.7301945, -122.3439749)"
42824,189 S HOLGATE ST,47.58417055,-122.33164468,"(47.58417055, -122.33164468)"
42825,6756 22ND AVE NW,47.67936837,-122.38404138,"(47.67936837, -122.38404138)"
42826,2322 N 63RD ST,47.67461529,-122.32977397,"(47.67461529, -122.32977397)"
42827,1026 NE 125TH ST,47.71976182,-122.31700489,"(47.71976182, -122.31700489)"
42828,2833A SW NEVADA ST,47.56528767,-122.36962887,"(47.56528767, -122.36962887)"
42829,6532 DELRIDGE WAY SW,47.54352753,-122.36095294,"(47.54352753, -122.36095294)"
42830,9701 20TH AVE NE,47.69948864,-122.30722932,"(47.69948864, -122.30722932)"
42831,1920B SW BRANDON ST,47.55413796,-122.35899812,"(47.55413796, -122.35899812)"
42832,1920C SW BRANDON ST,47.5543306,-122.35900822,"(47.5543306, -122.35900822)"
42833,201 S WASHINGTON ST,47.60070701,-122.33134638,"(47.60070701, -122.33134638)"
42834,8201 LAKE CITY WAY NE,47.68881636,-122.31077837,"(47.68881636, -122.31077837)"
42835,8024 CORLISS AVE N,47.68768451,-122.33065746,"(47.68768451, -122.33065746)"
42836,12571 CORLISS AVE N,47.72089845,-122.33136004,"(47.72089845, -122.33136004)"
42837,5801 NE 57TH ST,47.66979778,-122.26537361,"(47.66979778, -122.26537361)"
42838,9214 35TH AVE SW,47.52041396,-122.37620676,"(47.52041396, -122.37620676)"
42839,202 18TH AVE E,47.61982108,-122.30858747,"(47.61982108, -122.30858747)"
42840,4751 18TH AVE NE,47.66450114,-122.30861319,"(47.66450114, -122.30861319)"
42841,7305 EAST MARGINAL WAY S,47.53599474,-122.31918129,"(47.53599474, -122.31918129)"
42842,2125 DEXTER AVE N,47.63827345,-122.34411689,"(47.63827345, -122.34411689)"
42843,2518 E HELEN ST,47.62855663,-122.2996083,"(47.62855663, -122.2996083)"
42844,1626 26TH AVE,47.61609234,-122.29857698,"(47.61609234, -122.29857698)"
42845,1013 E PIKE ST,47.61393761,-122.3187682,"(47.61393761, -122.3187682)"
42846,6031 32ND AVE NE,47.67312791,-122.29357245,"(47.67312791, -122.29357245)"
42847,6031 32ND AVE NE,47.67312791,-122.29357245,"(47.67312791, -122.29357245)"
42848,749 N 67TH ST,47.67761127,-122.34773072,"(47.67761127, -122.34773072)"
42849,2612 3RD AVE,47.61715751,-122.34852714,"(47.61715751, -122.34852714)"
42850,1916 23RD AVE S,47.58581034,-122.3025906,"(47.58581034, -122.3025906)"
42851,7200 AURORA AVE N,47.68178734,-122.34401084,"(47.68178734, -122.34401084)"
42852,3309 BEACON AVE S,47.57371784,-122.30917161,"(47.57371784, -122.30917161)"
42853,3309 BEACON AVE S,47.57371784,-122.30917161,"(47.57371784, -122.30917161)"
42854,1058 E HARRISON ST,47.62212765,-122.31842386,"(47.62212765, -122.31842386)"
42855,901 N NORTHLAKE WAY,47.64824397,-122.34701495,"(47.64824397, -122.34701495)"
42856,901 N NORTHLAKE WAY,47.64824397,-122.34701495,"(47.64824397, -122.34701495)"
42857,4407 PHINNEY AVE N,47.66045162,-122.35485628,"(47.66045162, -122.35485628)"
42858,3956 S FERDINAND ST,47.5579851,-122.28095707,"(47.5579851, -122.28095707)"
42859,3156 WEST LAURELHURST DR NE,47.6512792,-122.27789707,"(47.6512792, -122.27789707)"
42860,6201 WILSON AVE S,47.54708503,-122.26388218,"(47.54708503, -122.26388218)"
42861,1907 E ALOHA ST,47.62669478,-122.30682894,"(47.62669478, -122.30682894)"
42862,4145 BEACH DR SW,47.56623378,-122.40897819,"(47.56623378, -122.40897819)"
42863,2621 40TH AVE W,47.64394151,-122.40877354,"(47.64394151, -122.40877354)"
42864,7552A 12TH AVE NE,47.6845375,-122.31485364,"(47.6845375, -122.31485364)"
42865,9225 22ND AVE SW,47.52025706,-122.36199017,"(47.52025706, -122.36199017)"
42866,6451 CALIFORNIA AVE SW,47.54508771,-122.38749141,"(47.54508771, -122.38749141)"
42867,2556 S EDDY ST,47.5455306,-122.29775714,"(47.5455306, -122.29775714)"
42868,421 LENORA ST,47.61423628,-122.34048785,"(47.61423628, -122.34048785)"
42869,114 NW 45TH ST,47.66169,-122.35852343,"(47.66169, -122.35852343)"
42870,2812 E UNION ST,47.61312837,-122.29554692,"(47.61312837, -122.29554692)"
42871,8522 DENSMORE AVE N,47.6912119,-122.3378151,"(47.6912119, -122.3378151)"
42872,10326 46TH AVE NE,47.70375864,-122.27853895,"(47.70375864, -122.27853895)"
42873,1601 N 34TH ST,47.64790943,-122.33815788,"(47.64790943, -122.33815788)"
42874,3109 S DAKOTA ST,47.56600821,-122.29209488,"(47.56600821, -122.29209488)"
42875,3109 S DAKOTA ST,47.56600821,-122.29209488,"(47.56600821, -122.29209488)"
42876,2151 N NORTHLAKE WAY,47.64810523,-122.33242442,"(47.64810523, -122.33242442)"
42877,4235 SW DONOVAN ST,47.52523478,-122.38627958,"(47.52523478, -122.38627958)"
42878,10029 ASHWORTH AVE N,47.70232321,-122.33959971,"(47.70232321, -122.33959971)"
42879,3830 WEST MARGINAL WAY SW,47.56946332,-122.3546617,"(47.56946332, -122.3546617)"
42880,3830 WEST MARGINAL WAY SW,47.56946332,-122.3546617,"(47.56946332, -122.3546617)"
42881,2800 ELLIOTT AVE,47.61529176,-122.35330557,"(47.61529176, -122.35330557)"
42882,3915 SW HINDS ST,47.57298736,-122.38207414,"(47.57298736, -122.38207414)"
42883,3308 FUHRMAN AVE E,47.6522212,-122.3213986,"(47.6522212, -122.3213986)"
42884,6728 EARL AVE NW,47.6785863,-122.39164164,"(47.6785863, -122.39164164)"
42885,6728 EARL AVE NW,47.6785863,-122.39164164,"(47.6785863, -122.39164164)"
42886,9329 48TH AVE S,47.51817327,-122.27343133,"(47.51817327, -122.27343133)"
42887,2514 NOB HILL PL N,47.6418971,-122.35110887,"(47.6418971, -122.35110887)"
42888,1041 S KING ST,47.59816543,-122.31780556,"(47.59816543, -122.31780556)"
42889,2612 29TH AVE W,47.6436386,-122.39387925,"(47.6436386, -122.39387925)"
42890,505 1ST AVE S,47.59767176,-122.33468831,"(47.59767176, -122.33468831)"
42891,1020 NE 125TH ST,47.71977237,-122.31747367,"(47.71977237, -122.31747367)"
42892,4750 54TH AVE SW,47.56001368,-122.40113295,"(47.56001368, -122.40113295)"
42893,4750 54TH AVE SW,47.56001368,-122.40113295,"(47.56001368, -122.40113295)"
42894,13506 DENSMORE AVE N,47.72713846,-122.33789238,"(47.72713846, -122.33789238)"
42895,6560 HIGH POINT DR SW,47.54343098,-122.36761556,"(47.54343098, -122.36761556)"
42896,6560 HIGH POINT DR SW,47.54343098,-122.36761556,"(47.54343098, -122.36761556)"
42897,4502 42ND AVE SW,47.56271821,-122.38517591,"(47.56271821, -122.38517591)"
42898,7307 BEACON AVE S,47.53606045,-122.29338129,"(47.53606045, -122.29338129)"
42899,1025 STEWART ST,47.616554,-122.33283683,"(47.616554, -122.33283683)"
42900,3418 33RD AVE S,47.57189102,-122.29066237,"(47.57189102, -122.29066237)"
42901,109 BELL ST,47.61341249,-122.34598247,"(47.61341249, -122.34598247)"
42902,4710 20TH AVE NE,47.6635231,-122.30630381,"(47.6635231, -122.30630381)"
42903,10520 35TH AVE NE,47.70555504,-122.2905198,"(47.70555504, -122.2905198)"
42904,2808 33RD AVE S,47.5780496,-122.2905913,"(47.5780496, -122.2905913)"
42905,2831 SW NEVADA ST,47.56529074,-122.36950812,"(47.56529074, -122.36950812)"
42906,9140 CALIFORNIA AVE SW,47.52097937,-122.38689267,"(47.52097937, -122.38689267)"
42907,6207 MERIDIAN AVE N,47.67349719,-122.33380813,"(47.67349719, -122.33380813)"
42908,3947 S MORGAN ST,47.5437076,-122.28131569,"(47.5437076, -122.28131569)"
42909,3947 S MORGAN ST,47.5437076,-122.28131569,"(47.5437076, -122.28131569)"
42910,704 NW 65TH ST,47.67609836,-122.36473863,"(47.67609836, -122.36473863)"
42911,2207 2ND AVE,47.61334922,-122.34498654,"(47.61334922, -122.34498654)"
42912,4119 SW 106TH ST,47.50809382,-122.38529628,"(47.50809382, -122.38529628)"
42913,13032 39TH AVE NE,47.72394686,-122.28609675,"(47.72394686, -122.28609675)"
42914,13038 39TH AVE NE,47.72408534,-122.28608857,"(47.72408534, -122.28608857)"
42915,806 W FULTON ST,47.64606683,-122.36787521,"(47.64606683, -122.36787521)"
42916,114 N 48TH ST,47.66382024,-122.356381,"(47.66382024, -122.356381)"
42917,7722 RAINIER AVE S,47.53295989,-122.26961016,"(47.53295989, -122.26961016)"
42918,3548 S MORGAN ST,47.54459132,-122.28668151,"(47.54459132, -122.28668151)"
42919,2338 N 57TH ST,47.67038126,-122.32940694,"(47.67038126, -122.32940694)"
42920,1807 E THOMAS ST,47.62035489,-122.30831087,"(47.62035489, -122.30831087)"
42921,3819 35TH AVE SW,47.56961815,-122.37642246,"(47.56961815, -122.37642246)"
42922,14327 DENSMORE AVE N,47.73304663,-122.3388684,"(47.73304663, -122.3388684)"
42923,1019 8TH AVE N,47.62853151,-122.34151383,"(47.62853151, -122.34151383)"
42924,4039 21ST AVE W,47.65708788,-122.38384866,"(47.65708788, -122.38384866)"
42925,1511 STURGUS AVE S,47.58961285,-122.3121045,"(47.58961285, -122.3121045)"
42926,6324 40TH AVE SW,47.54584156,-122.38279026,"(47.54584156, -122.38279026)"
42927,4041 37TH AVE S,47.56670724,-122.28638505,"(47.56670724, -122.28638505)"
42928,9736 GREENWOOD AVE N,47.70079082,-122.3551233,"(47.70079082, -122.3551233)"
42929,,,,
42930,9736 GREENWOOD AVE N,47.70079082,-122.3551233,"(47.70079082, -122.3551233)"
42931,3036 NW 68TH ST,47.67819726,-122.3973832,"(47.67819726, -122.3973832)"
42932,1817 N 52ND ST,47.66630715,-122.33555162,"(47.66630715, -122.33555162)"
42933,516 21ST AVE E,47.62373953,-122.30442288,"(47.62373953, -122.30442288)"
42934,18 GALER ST,47.63246222,-122.35600405,"(47.63246222, -122.35600405)"
