id,Type,Description,Value
3003408,SEPA THRESHOLD DETERMINATION,Land use approval to establish a minor communication utility  with 4 panel antennas (4 sectors 1 antennae per sector) and 2 microwave dishes on an existing transmission tower (Clearwire LLC). Existing minor communication utility to remain.,$0.00
3003074,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION","CANCELLED - EXPIRED 11/25/15 MH - Land use permit to establish use of a 23-story, 88 room hotel and 105 apartment units; above 4 floors of retail, 2 floors of indoor participant sport and restaurant. Parking for 133 vehicles will be located on three levels below grade. Project includes 30,000 cu.yds. of excavation.",$0.00
3003522,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",Shoreline Substantial Development for a pier accessory to a single family residence.,$0.00
3003027,VARIANCE,Land Use Permit for the addition of rooftop equipment on an existing warehouse in a single family zone.,$0.00
3003672,SHORT PLAT,Land Use Permit to subdivide one parcel into three unit lots.  This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.  The construction of a townhouse and single family residence has been approved under  project #2408515.,$0.00
3003567,SIDEWALK CAFE,Land Use Permit to establish a sidewalk cafe adjacent to an existing restaurant (Cafe Amore),$0.00
3006760,"DESIGN REVIEW, SEPA THRESHOLD DETERMINATION","MASTER USE PERMIT TO ESTABLISH USE FOR FUTURE CONSTRUCTION OF A 3-STORY MINI- WAREHOUSE BUILDING (40,000 SQ.FT.) WITH 5,525 SQ.FT. OF RETAIL AT GROUND FLOOR. SURFACE PARKING FOR 25 VEHICLES WILL BE PROVIDE AT GRADE.",$0.00
3003640,SHORT PLAT,Land Use Permit to subdivide one parcel into three unit lots.  This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.  The construction of townhouses has been approved under  project #6068189.,$0.00
3003733,SHORELINE DEVELOPMENT,Shoreline Substantial Development Permitto construct a 190 sq.ft. second level deck addition to an existing office space in a warehouse.,$0.00
3003641,SHORT PLAT,Land use permit to subdivide 1 parcel into 4 unit lots. The construction of townhouses has been approved under Project #2504102. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003593,LOT BOUNDARY ADJUSTMENT PLAT,Land Use Permit to adjust the boundary between three parcels of land. Existing structures to remain.,$0.00
3003722,OTHER LAND USE ACTIONS,CANCELLED 1/27/11 -- INTERPRETATION 05-005: Application of limited exemption from steep slope  Environmentally Critical Area standards.,$0.00
3003721,OTHER LAND USE ACTIONS,"INTERPRETATION 05-004: Calculation of number of homes permitted in relationship to area of dedicated streets, reduced yards, yard and lot coverage standards.  Related PTS Project 2402617 and 2403714.",$0.00
3003622,LOT BOUNDARY ADJUSTMENT PLAT,Land use permit to adjust the boundary between two parcels of land. Existing structures to remain.,$0.00
3003357,OTHER LAND USE ACTIONS,"INTERPRETATION  05-003:  Application of height measurement, open space, and other standards for Project #2407320.",$0.00
3003569,LOT BOUNDARY ADJUSTMENT PLAT,Land use permit to adjust the boundary between 2 platted lots.  Existing structures to remain.,$0.00
3003613,SEPA THRESHOLD DETERMINATION,"Land use permit to trim 12 trees, remove 1 tree and revegetation of a 750 sq.ft. area in an environmentally critical area.",$0.00
3019141,,ZONING PAID COACHING REQUEST:  Convert garage to apts.,$0.00
3003592,SHORT PLAT,Land use permit to subdivide 1 parcel into 3 unit lots. The construction of a single family residence and townhouses has been approved under Project #2402668. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003576,SHORT PLAT,Land use permit to subdivide 1 parcel into 4 unit lots. The construction of townhouses has been approved under Project #2408263. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003434,LOT BOUNDARY ADJUSTMENT PLAT,Lot boundary adjustment between 2 pieces of land. Existing structures to be removed.,$0.00
3003560,SHORT PLAT,Land use permit to subdivide 1 parcel into 5 unit lots. The construction of townhouses is being reviewed under Project #2502612. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003401,SHORT PLAT,Land Use Application to subdivide one parcel into three unit lots.  The construction of townhouses has been approved under Project #2501023.  This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new lots.  One existing single family residence would remain.,$0.00
3003617,SHORT PLAT,Land use permit to subdivide 1 parcel into 4 unit lots. The construction of townhouses has been approved under Project #2501128. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003561,SHORT PLAT,Land use permit to subdivide 1 parcel into 4 unit lots. The construction oftownhouses has been approved under Project #2502849. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003556,SHORT PLAT,Land Use Permit to subdivide one parcel into eight unit lots.  This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.  The construction of townhouses has been approved under  project #2500078.,$0.00
3003559,SHORT PLAT,Land use permit to subdivide 1 parcel into 3 unit lots. The construction of townhouses and a single family residence has been approved under Project #2504902. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003637,SUBDIVISION PLAT,Council Land Use Action to subdivide one parcel into 14 Unit Lots (Unit Lot Full Subdivision). The construction of 3 townhouse structures is being reviewed under project #2404322 and the environmental review has been approved under #2304564.,$0.00
3003449,SHORT PLAT,CANCELED PER NO RESPONSE TO ECON LETTER JH 3/9/2010.,$0.00
3003523,LOT BOUNDARY ADJUSTMENT PLAT,Land Use Permit to adjust the boundary between two parcels of land.,$0.00
3001442,SHORT PLAT,Land Use Permit to subdivde two parcels into three parcels of land. Existing single family residences to remain.,$0.00
3003477,SEPA THRESHOLD DETERMINATION,Land use permit to establish a minor communication utility (Cingular Wireless) consisting of 12 panel antennas (3 sectors - 4 antennas per sector) on the roof of an existing retail and apartment building.  Project includes 4 equipment cabinets also located on the roof.,$0.00
3003494,SEPA THRESHOLD DETERMINATION,"Land use permit to approve four, three story, 2-unit townhouses (total of 8 units). Parking for 8 vehicles will be located within the structures. Existing apartment building to be demolished.  This review contemplates a future unit lot subdivision.",$0.00
3003433,SEPA THRESHOLD DETERMINATION,"Land Use permit to establish use as 2, 4 unit townhouse structures with parking for 8 vehicles located within the structures. Existing apartments to be demolished.",$0.00
3003301,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT","Shoreline substantial development permit to change 58,535 sq.ft. of major vessel repair to expand existing water dependent cargo terminal (Alaska Marine Lines). Project includes fill and pave an existing 1.34 acre graving dock with 41,150 cu.yds. of clean structural fill",$0.00
3003181,"DESIGN REVIEW, SEPA THRESHOLD DETERMINATION","Land use permit to approve a 6-story, 61 unit apartment building with 4 live-work units at ground level. Parking for 78 vehicles will be provided on site in 2-levels below grade with three spaces provided off-site at 104 1st Ave N. Demolition of 5,700 sq.ft. structure is also being reviewed.",$0.00
3003529,SHORT PLAT,Land use permit to subdivide 1 parcel into 4 unit lots. The construction of a townhouses has been approved under Project #2501052.  This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003531,SHORT PLAT,Land Use Permit to subdivide one parcel into four unit lots.  This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.  The construction of townhouses has been approved under  project # 2501053.,$0.00
3005842,"ADMINISTRATIVE CONDITIONAL USE, DESIGN REVIEW, SEPA THRESHOLD DETERMINATION",renewed under POST DECSN A/P #3010301.,$0.00
3003535,SHORT PLAT,Land use permit to subdivide 1 parcel into 4 unit lots. The construction of townhouses has been approved under Project #2504146. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3005840,"DESIGN REVIEW, SEPA THRESHOLD DETERMINATION","MASTER USE PERMIT TO ESTABLISH USE FOR FUTURE CONSTRUCTION OF A 7-STORY BLDG CONTAINING, 106 APARTMENT UNITS, 12 LIVE-WORK UNITS AND 2,000 SQ.FT OF RETAIL COMMERCIAL SPACE ON THE 1ST FLOOR. PARKING FOR 180 VEHICLES TO BE PROVIDED WITHIN THE STRUCTURE BELOW GRADE.",$0.00
3003580,SHORT PLAT,Land use permit to subdivide 1 parcel into 4 unit lots. The construction of townhouses is being reviewed under Project #2503409. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003376,SHORT PLAT,Land Use Permit to subdivide one parcel into two unit lots in an environmentally critical area. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.  The construction of a single family residence is being reviewed under project #2408885 and the environmental review is being conducted under project #2500152.,$0.00
3003153,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",Land use permit to subdivide one parcel into two parcels of land in an environmentally critical area.  Existing structure to remain.,$0.00
3003351,VARIANCE,Land use permit to raise existing structure and alter basement.,$0.00
3003371,SHORT PLAT,CANCELLED PER PLANNER NO ACTIVITY 7/20/09 JH. Land use permit to subdivide 1 parcel into 3 unit lots. The construction of  townhouses  has been approved under Project #2002825. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003441,SHORT PLAT,Land use permit to subdivide 1 parcel into 5 unit lots. The construction of  townhouses  has been approved under Project #2502010. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003526,SHORT PLAT,Land use permit to subdivide 1 parcel into 6 unit lots. The construction of  townhouses  has been approved under Project #2504781. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003525,SHORT PLAT,Land use permit to subdivide 1 parcel into 3 unit lots. The construction of  townhouses  has been approved under Project #2502820. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003336,SHORT PLAT,Land use permit to subdivide one parcel into two parcels of land.  Existing structures to remain.,$0.00
3003334,SHORT PLAT,Land use permit to subdivide one parcel into two parcels of land. Existing structures to remain.,$0.00
3003507,SHORT PLAT,Land use permit to subdivide 1 parcel into 4 unit lots. The construction of townhouses is being reviewed under Project #2505677. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003584,SEPA THRESHOLD DETERMINATION,"Land use permit to establish use for 6 townhouse units (1, 2-unit and 1, four unit stucture) in an environmental critical area. Parking for 8 vehicles will be located within the structures.  Existing structures to be demolished under separate permit.",$0.00
3003495,SHORT PLAT,Land use permit to subdivide 1 parcel into 4 unit lots. The construction of  a single family residence and townhouses  has been approved under Project #2500916. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003217,ADMINISTRATIVE CONDITIONAL USE,"Land use permit to establish a minor communication utility on the roof of an existing building consisting of 9 panel antennas (3 sectors, 3 antennas per sector).  Equipment cabinet also located on the roof. (Cingular Wireless).",$0.00
3003509,SHORT PLAT,Land Use Permit to subdivide one parcel into eight parcels of land in an environmentally critical area. Proposed parcel sizes range from 936 Sq.Ft. to 1624 Sq.Ft. Environmental review conducted under project #2307350. Construction is being reviewed under project #2505094.,$0.00
3003503,SHORT PLAT,Land Use Permit to subdivide one parcel into six unit lots.  This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.  The construction of townhouses has been approved under  project # 2504182.,$0.00
3003479,SHORT PLAT,Land use permit to subdivide 1 parcel into 4 unit lots. The construction of townhouses is being reviewed under Project #2504739. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003341,SHORT PLAT,Land Use Permit to subdivide one parcel into four unit lots.  This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.  The construction of townhouses has been approved under  project #2500752.,$0.00
3003417,SHORT PLAT,Land use permit to subdivide 1 parcel into 3 unit lots. The construction of townhouses has been approved under Project #2409759. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003032,SHORT PLAT,Land use permit to subdivide 1 parcel into 5 unit lots. The construction of townhouses is being reviewed under Project #2503713. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003485,LOT BOUNDARY ADJUSTMENT PLAT,"Land use permit to adjust the boundary between two parcels of land. Existing house to remain, existing garage to be removed.",$0.00
3006807,SHORT PLAT,CONVERTED FROM PTS #2504463.,$0.00
3006338,"DESIGN REVIEW, SEPA THRESHOLD DETERMINATION","MASTER USE PERMIT TO ESTABLISH USE FOR FUTURE CONSTRUCTION OF A 6-STORY BLDG CONTAINING 4,884 SQ.FT. OF RETAIL AT GROUND LEVEL AND 50 RESIDENTIAL UNITS ON LEVELS 2-6. PARKING FOR 67 VEHICLES TO BE PROVIDED WITHIN THE STRUCTURE IN 3 LEVELS AT AND BELOW GRADE GARAGE. PROJECT INCLUDES 8,146 CU.YDS. OF GRADING.",$0.00
3006337,"DESIGN REVIEW, SEPA THRESHOLD DETERMINATION","MASTER USE PERMIT TO ESTAB.USE FOR FUT.CONSTRN OF A 6-STORY BLDG CONTAINING 5 LIVE-WORK UNITS (6,651 SQ.FT.) AT & BELOW GROUND LEVEL, 7,853 SQ.FT OF RETAILAT GROUND LEVEL AND 139 RESIDENTIAL UNITS ON LEVELS 2-6. PARKING FOR 255 VEHICLES TO BE PROVIDED WITHIN THE STRUCTURE IN 3 LEVELS AT AND BELOW GRADE. PROJECT INCLUDES 17,470 CU.YDS. OF GRADING AND FUTURE DEMO OF EXISTING BLDGS.",$0.00
3003446,SEPA THRESHOLD DETERMINATION,CANCELLED 3/21/2012 Land use approval for 600 cu.yards. of maintenance dredging for Ash Grove Cement Company.,$0.00
3003397,SEPA THRESHOLD DETERMINATION,"Land use approval to establish use and construct 6 single family dwelling units, each containing a single car garage. Existing single family residence to be demolished.",$0.00
3002823,SEPA THRESHOLD DETERMINATION,Land use approval to establish use and construct a 4 unit townhouse with surface parking for 5 vehicles located on the site. Single family dwelling unit and detached garage at 801 NW 50th to be demolished. Existing single family residence at 807 NW 50th to remain.,$0.00
3003212,LOT BOUNDARY ADJUSTMENT PLAT,Land use permit to adjust the boundary between 3 parcels of land resulting in 2 parcels. Existing strucures to be removed.,$0.00
3003206,SHORT PLAT,Land use permit to subdivide 1 parcel into 2 unit lots. The construction of townhouses is being reviewed under Project #2504434.  This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003497,SHORT PLAT,Land Use Permit to subdivide one parcel into four unit lots.  This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.  The construction of townhouses has been approved under  project #2405245.,$0.00
3003574,SHORT PLAT,Land Use Permit to subdivide 1 parcel into 6 unit lots.  This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.  The construction of townhouses has been approved under project #2409248 and the environmental review was conducted under 2403113.,$0.00
3003489,SHORT PLAT,Land Use Application to subdivide one parcel into four unit lots. The construction of townhouses is being reviewed under Project #6067447. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003403,SEPA THRESHOLD DETERMINATION,Land Use Permit to remove 2 big leaf maples and 2 red alders (all over 16 inches in diameter) in an environmentally critical area.  Project includes vegetation restoration plan.,$0.00
3003472,LOT BOUNDARY ADJUSTMENT PLAT,Land use permit to adjust the boundary between 2 parcels of land. Existing structures to remain.,$0.00
3003438,SHORT PLAT,Land use permit to subdivide 1 parcel into 6 unit lots. The construction of townhouses is being reviewed under Project #2503659. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003451,SHORT PLAT,PROJECT CANCELED AS DENIED 2/9/10 JH. Land use permit to subdivide one parcel into two parcels of land.  Existing structure to remain.,$0.00
3003427,SEPA THRESHOLD DETERMINATION,"Land use permit to approve demolition of 15 existing buildings and construction of 3 new classroom/administrative office buildings totalling 95,750 sq.ft. (South Central Community College). Surface parking for approx. 198 vehicles will be provided on the site.",$0.00
3003414,SEPA THRESHOLD DETERMINATION,Land use approval to establish a minor communication utility on an  existing 150' monopole consisting of 4 panel antennas and 2 dish antennas located 138'above grade (Clearwire). Equipment cabinet will be located on existing concrete base at grade.  Existing minor communication utility to remain.,$0.00
3003385,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION","Demolish existing 8,000 sq.ft. administrative office building and establish 32 surface parking spaces accessory to existing major communication utility (KIRO TV INC).",$0.00
3003380,SEPA THRESHOLD DETERMINATION,Land use permit to approve a one 3-unit townhouse and two single family residences (total of 5 units) with parking for 7 vehicles located within the structures.  Existing 4-unit multifamily structure to be demolished.,$0.00
3019800,,"EDG/SEPA - Construct 405,094 sq ft, 7-story mixed use building with 485 units and 445 parking spaces.",$0.00
3003358,SUBDIVISION PLAT,"Council Land Use Action to subdivide 1 parcel into 22 Unit Lots (Full Unit Lot Subdivision)  Unit lots will vary in size from 924 sq.ft. To 2,440 sq.ft.  Construction and environmental review of 10 2-unit townhouse structures and 2 single family residencs is being conducted under project #2500452e",$0.00
3003089,LOT BOUNDARY ADJUSTMENT PLAT,Land use permit to adjust the boundary between 4 lots resulting in 3 parcels of land on a vacant lot.,$0.00
3003429,SHORT PLAT,Land use permit to subdivide 1 parcel into 8 unit lots. The construction of townhouses has been approved under Project #2409775. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3002070,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",Land use permit to subdivide one parcel into four parcels of land.  Existing structures to be removed.,$0.00
3006530,"ADMINISTRATIVE CONDITIONAL USE, DESIGN REVIEW, SEPA THRESHOLD DETERMINATION","MASTER USE PERMIT TO ESTABLISH USE FOR FUTURE CONSTRUCTION OF ONE, 3-STORY 4-UNIT TOWNHOUSE BUILDING AND ONE, 3-STORY, 5-UNIT TOWNHOUSE BUILDING IN AN ENVIRONMENTALLY AREA(40% STEEP SLOPE, POTENTIAL SLIDE). PARKING FOR 11 VEHICLESTO BE PROVIDED WITHIN THE STRUCTURES AND AT GRADE. PROJECT INCLUDES FUTURE DEMOLITION OF AN EXISTING STRUCTURE.",$0.00
3003443,SHORT PLAT,Land use permit to subdivide 1 parcel into 2 unit lots. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.  The construction of townhouses is being reviewd under Project #2501617.,$0.00
3003482,LOT BOUNDARY ADJUSTMENT PLAT,Land use approval to adjust the boundary between 3 parcels of land. Existing single family residence to remain. Existing garage to be removed.,$0.00
3003308,SHORT PLAT,Land use permit to subdivide one parcel into two parcels of land.  The existing single family dwelling to remain.,$0.00
3003395,SHORT PLAT,Land use permit to subdivide 1 parcel into 3 unit lots. The construction of townhouses has been approved under Project #2503311. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003343,LOT BOUNDARY ADJUSTMENT PLAT,Land use approval to adjust the boundary between 2 parent lots. Project includes adjustment of unit lots within each parent.  Existing structure to be removed.,$0.00
3003428,SHORT PLAT,Land use permit to subdivide 1 parcel into 4 unit lots. The construction of townhouses is has been approved under Project #2502990. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003430,SHORT PLAT,Land use permit to subdivide 1 parcel into 7 unit lots. The construction of townhouses has been approved under Project #2405814. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003157,LOT BOUNDARY ADJUSTMENT PLAT,Land Use Permit to adjust the boundary between 2 parcels of land. Proposed parcel sizes are: A)5000 sq.ft. and B)5278 sq.ft.,$0.00
3003327,SHORT PLAT,Land use permit to subdivide 1 parcel into 8 unit lots. The construction of townhouses is being reviewed under Project #2502003. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003056,SHORT PLAT,Land use permit to subdivide 1 parcel into 6 unit lots. The construction of townhouses is being reviewed under Project #2503122. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003394,SHORT PLAT,Land use permit to subdivide 1 parcel into 3 unit lots. The construction of townhouses has been approved under Project #2407615. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003348,SHORT PLAT,Land use approval to subdivide 1 parcel into 6 unit lots. Unit Lot Subdivision 1 lot into 6 lots. The construction of townhouses has been approved under Project #2407237. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003276,LOT BOUNDARY ADJUSTMENT PLAT,Land use permit to adjust the boundary between 2 parcels of land. Existing structures are to remain.,$0.00
3003505,SHORT PLAT,Land use approval to subdivide one parcel into 5 unit lots. The construction of townhouses has been approved under Project 2405442. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003508,LOT BOUNDARY ADJUSTMENT PLAT,"Land use approval to adjust the boundary between 5 unit lots ranging in size from 1,419 sq.ft. to 2,277 sq.ft.",$0.00
3003512,LOT BOUNDARY ADJUSTMENT PLAT,"Land use approval to adjust the boundary between 5 unit lots ranging in size from 1,522 sq.ft. to 3,726 sq.ft.",$0.00
3003511,LOT BOUNDARY ADJUSTMENT PLAT,"Land use approval to adjust the boundary between 5 unit lots ranging in size from 1,505 sq.ft. to 2,401 sq.ft.",$0.00
3003510,LOT BOUNDARY ADJUSTMENT PLAT,"Land use approval to adjust the boundary between 6 unit lots resulting in 5 unit lots. Sizes will range in size from 1,607 sq.ft. to 2,921 sq.ft.",$0.00
3003340,SHORT PLAT,Land use approval to subdivide one parcel into four unit lots. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.  The construction of townhouses is being reviewed under project #2503777.,$0.00
3003322,"SEPA THRESHOLD DETERMINATION, SHORELINE CONDITIONAL USE, SHORELINE DEVELOPMENT","Shoreline substantial development permit for a change of use of a 7,592 sq.ft. portion of an existing restaurant to marine retail sales and service and a 2,998 sq. ft. expansion for administrative offices accessory to marine retail sales and service. Project also includes Administrative conditional use for non-water dependent uses to be located over water.",$0.00
3005757,SEPA THRESHOLD DETERMINATION,MASTER USE PERMIT TO REMOVE 6 BIG LEAF MAPLES (ALL UNDER 16 INCHES IN DIAMETER)IN AN ENVIRONMENTALLY CRITICAL AREA. PROJECT INCLUDES VEGETATION RESTORATION PLAN.,$0.00
3003409,SHORT PLAT,Land use permit to subdivide 1 parcel into 5 unit lots. The construction of townhouses is being reviewed under Project #2505635. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003138,LOT BOUNDARY ADJUSTMENT PLAT,Land use permit to adjust the boundary between 2 parcels of land.  Existing structures to remain.,$0.00
3005987,SHORT PLAT,CONVERTED FROM PTS #2505447.,$0.00
3003473,LOT BOUNDARY ADJUSTMENT PLAT,"Land use permit to adjust the boundary between 29 unit lots resulting in 14 unit lots. Proposed parcel sizes range from 1,935 sq.ft. to 4,380 sq.ft.",$0.00
3003379,LOT BOUNDARY ADJUSTMENT PLAT,"Canceled  Land use permit to adjust the boundary between three parcels of land. Proposed parcel sizes are A) 15,616 sq.ft., B) 12,107 sq.ft., and C) 10,071 existing structures are to be removed.",$0.00
3003386,SHORT PLAT,Land use approval to subdivide one parcel into 3 unit lots. The construction of a 2-unit townhouse and a single family residence has been approved under project #2502165. Development standards will be applied be to the original parcel and not to each of the new unit lots.,$0.00
3003396,SEPA THRESHOLD DETERMINATION,"CANCELLED EXPIRED 11/25/15 MH- Land use approval to allow two, three-story townhouse sturctures (two-unit and three-unit)for a total of five units in an environmentally critical area. Parking for five vehicles will be located within the structures.",$0.00
3003365,SHORT PLAT,Land use permit to subdivide one parcel into 3 unit lots. The construction of one townhouses and one single-family residences has been approved under project #2502214. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003150,SHORT PLAT,Land Use Permit to sudivide 1 parcel into 2 Unit Lots. The construction of a townhouse and the environmental review has been approved under project #2405996. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not each of the new unit lots.,$0.00
3003363,LOT BOUNDARY ADJUSTMENT PLAT,Land use permit to approve a lot boundary adjustment between 3 parcels of land. 15 buildings to be removed under separate permit.,$0.00
3003317,SHORT PLAT,Land Use Permit to sudivide 1 parcel into 4 Unit Lots. The construction of townhouses is being reviewed under project #2504206. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not each of the new unit lots.,$0.00
3003111,SHORT PLAT,Land Use Permit to subdivide 1 parcel into 2 parcels of land. Proposed parcel sizes are: K)5034 sq.ft. & L)5001 sq.ft. Existing structure to be removed.,$0.00
3003110,"SEPA THRESHOLD DETERMINATION, SUBDIVISION PLAT","Council Land Use Action to subdivide 2 parcels into 12 Unit Lots (Unit Lot Full Subdivision). Unit Lots will vary in size from 947 sq.ft. To 1,911 sq.ft.  Construction and environmental review of 4 townhouse structures has been approved under project #2301339 & #2409663.",$0.00
3003350,SHORT PLAT,Land use permit to subdivide one parcel into 3 unit lots. The construction of townhouses has been approved under project #2504784. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the unit lots.,$0.00
3003349,SHORT PLAT,Land use approval to subdivide one parcel into 3 unit lots. The construction of townhouses has been approved under project #2504438. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will  be applied to the original parcel and not to each of the new unit lots.,$0.00
3003378,SHORT PLAT,Land use permit to subdivide one parcel into 6 unit lots. The construction of townhouses has been approved under project #2500641. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3003318,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT","Shoreline Substantial Development permit to establish use as a park and  community center and restore shoreline. Project includes a total of 17,000 cubic yards of grading for all related projects:3003264, 3003268 & 3003269. Environmental Review conducted by Seattle Parks & Recreation.",$0.00
3003269,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",Shoreline Substantial Development permit to establish use as park and restore shoreline. Project includes more than 500 cubic yards of grading. Environmental Review conducted by Seattle Parks and Recreation.,$0.00
3003268,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",Shoreline Substantial Development permit to establish use as park and restore shoreline. Project includes more than 500 cubic yards of grading. Environmental Review conducted by Seattle Parks and Recreation.,$0.00
